"","case","alt","choice","dist","cost","ivt","ovt","freq","income","urban","noalt"
"3876",1188,"train",1,492,73.2,475,64,2,25,1,3
"3877",1188,"air",0,492,164.2,58,125,36,25,1,3
"3878",1188,"car",0,492,93.48,343,0,0,25,1,3
"3879",1189,"train",0,492,73.2,475,64,2,70,1,3
"3880",1189,"air",1,492,164.2,58,125,36,70,1,3
"3881",1189,"car",0,492,93.48,343,0,0,70,1,3
"3882",1190,"train",0,492,73.2,475,64,2,35,1,3
"3883",1190,"air",1,492,164.2,58,125,36,35,1,3
"3884",1190,"car",0,492,93.48,343,0,0,35,1,3
"3885",1191,"train",0,492,73.2,475,64,2,70,1,3
"3886",1191,"air",1,492,164.2,58,125,36,70,1,3
"3887",1191,"car",0,492,93.48,343,0,0,70,1,3
"3888",1192,"train",0,492,73.2,475,64,2,25,1,3
"3889",1192,"air",1,492,164.2,58,125,36,25,1,3
"3890",1192,"car",0,492,93.48,343,0,0,25,1,3
"3891",1193,"train",0,492,73.2,475,64,2,25,1,3
"3892",1193,"air",1,492,164.2,58,125,36,25,1,3
"3893",1193,"car",0,492,93.48,343,0,0,25,1,3
"3894",1194,"train",0,492,73.2,475,64,2,70,1,3
"3895",1194,"air",1,492,164.2,58,125,36,70,1,3
"3896",1194,"car",0,492,93.48,343,0,0,70,1,3
"3897",1195,"train",0,492,73.2,475,64,2,25,1,3
"3898",1195,"air",1,492,164.2,58,125,36,25,1,3
"3899",1195,"car",0,492,93.48,343,0,0,25,1,3
"3900",1196,"train",0,492,73.2,475,64,2,25,1,3
"3901",1196,"air",1,492,164.2,58,125,36,25,1,3
"3902",1196,"car",0,492,93.48,343,0,0,25,1,3
"3903",1197,"train",0,492,73.2,475,64,2,30,1,3
"3904",1197,"air",1,492,164.2,58,125,36,30,1,3
"3905",1197,"car",0,492,93.48,343,0,0,30,1,3
"3906",1198,"train",0,492,73.2,475,64,2,45,1,3
"3907",1198,"air",1,492,164.2,58,125,36,45,1,3
"3908",1198,"car",0,492,93.48,343,0,0,45,1,3
"3909",1199,"train",0,492,73.2,475,64,2,45,1,3
"3910",1199,"air",1,492,164.2,58,125,36,45,1,3
"3911",1199,"car",0,492,93.48,343,0,0,45,1,3
"3912",1200,"train",0,492,73.2,475,64,2,70,1,3
"3913",1200,"air",0,492,164.2,58,125,36,70,1,3
"3914",1200,"car",1,492,93.48,343,0,0,70,1,3
"3915",1201,"train",0,614,86.75,466,70,3,55,1,3
"3916",1201,"air",1,614,184.85,69,126,45,55,1,3
"3917",1201,"car",0,614,116.66,406,0,0,55,1,3
"3918",1202,"train",0,614,86.75,466,70,3,70,1,3
"3919",1202,"air",1,614,184.85,69,126,45,70,1,3
"3920",1202,"car",0,614,116.66,406,0,0,70,1,3
"3921",1203,"train",0,614,86.75,466,70,3,70,1,3
"3922",1203,"air",0,614,184.85,69,126,45,70,1,3
"3923",1203,"car",1,614,116.66,406,0,0,70,1,3
"3924",1204,"train",0,604,84.95,466,65,3,26,1,3
"3925",1204,"air",1,604,187.6,69,130,45,26,1,3
"3926",1204,"car",0,604,114.76,393,0,0,26,1,3
"3927",1205,"train",1,609,82.4,466,52,3,15,1,3
"3928",1205,"air",0,609,194.15,69,130,45,15,1,3
"3929",1205,"car",0,609,115.71,399,0,0,15,1,3
"3930",1206,"train",1,609,82.4,466,52,3,15,1,3
"3931",1206,"air",0,609,194.15,69,130,45,15,1,3
"3932",1206,"car",0,609,115.71,399,0,0,15,1,3
"3933",1207,"air",0,829,216,84,125,4,55,0,2
"3934",1207,"car",1,829,157.51,538,0,0,55,0,2
"3935",1208,"train",0,545,76.2,475,79,2,70,1,3
"3936",1208,"air",1,545,166.5,58,140,36,70,1,3
"3937",1208,"car",0,545,103.55,364,0,0,70,1,3
"3938",1209,"train",0,545,76.2,475,79,2,30,1,3
"3939",1209,"air",1,545,166.5,58,140,36,30,1,3
"3940",1209,"car",0,545,103.55,364,0,0,30,1,3
"3941",1210,"train",0,545,76.2,475,79,2,70,1,3
"3942",1210,"air",0,545,166.5,58,140,36,70,1,3
"3943",1210,"car",1,545,103.55,364,0,0,70,1,3
"3944",1211,"train",0,83,31.4,40,110,8,55,1,3
"3945",1211,"bus",0,83,9.51,62,90,8,55,1,3
"3946",1211,"car",1,83,15.77,67,0,0,55,1,3
"3947",1212,"train",0,77,31.4,40,86,8,45,1,3
"3948",1212,"bus",0,77,8.36,62,80,8,45,1,3
"3949",1212,"car",1,77,14.63,60,0,0,45,1,3
"3950",1213,"train",0,98,33.4,40,128,8,70,0,3
"3951",1213,"bus",0,98,13.36,62,100,8,70,0,3
"3952",1213,"car",1,98,18.62,87,0,0,70,0,3
"3953",1214,"train",0,489,78.4,367,89,3,70,1,3
"3954",1214,"air",1,489,157.5,58,120,36,70,1,3
"3955",1214,"car",0,489,92.91,321,0,0,70,1,3
"3956",1215,"train",0,499,80.1,367,90,3,45,1,3
"3957",1215,"air",1,499,158.9,58,120,36,45,1,3
"3958",1215,"car",0,499,94.81,335,0,0,45,1,3
"3959",1216,"train",0,611,84,394,95,3,55,1,3
"3960",1216,"air",1,611,190.5,69,140,45,55,1,3
"3961",1216,"car",0,611,116.09,384,0,0,55,1,3
"3962",1217,"train",0,26,31.4,54,90,3,25,0,2
"3963",1217,"car",1,26,4.94,30,0,0,25,0,2
"3964",1218,"train",0,86,31.4,54,94,3,45,0,3
"3965",1218,"bus",1,86,9.56,62,65,8,45,0,3
"3966",1218,"car",0,86,16.34,78,0,0,45,0,3
"3967",1219,"train",0,86,31.4,54,94,3,35,0,3
"3968",1219,"bus",0,86,9.56,62,65,8,35,0,3
"3969",1219,"car",1,86,16.34,78,0,0,35,0,3
"3970",1220,"train",0,74,26.4,54,95,3,35,1,3
"3971",1220,"bus",0,74,9.86,62,85,8,35,1,3
"3972",1220,"car",1,74,14.06,62,0,0,35,1,3
"3973",1221,"train",1,63,24.55,54,70,3,45,1,3
"3974",1221,"bus",0,63,9.38,62,70,8,45,1,3
"3975",1221,"car",0,63,11.97,47,0,0,45,1,3
"3976",1222,"train",0,63,24.55,54,70,3,26,1,3
"3977",1222,"bus",1,63,9.38,62,70,8,26,1,3
"3978",1222,"car",0,63,11.97,47,0,0,26,1,3
"3979",1223,"train",0,63,24.55,54,70,3,70,1,3
"3980",1223,"bus",1,63,9.38,62,70,8,70,1,3
"3981",1223,"car",0,63,11.97,47,0,0,70,1,3
"3982",1224,"train",0,63,24.55,54,70,3,45,1,3
"3983",1224,"bus",0,63,9.38,62,70,8,45,1,3
"3984",1224,"car",1,63,11.97,47,0,0,45,1,3
"3985",1225,"train",0,63,24.55,54,70,3,70,1,3
"3986",1225,"bus",0,63,9.38,62,70,8,70,1,3
"3987",1225,"car",1,63,11.97,47,0,0,70,1,3
"3988",1226,"train",0,63,24.55,54,70,3,15,1,3
"3989",1226,"bus",0,63,9.38,62,70,8,15,1,3
"3990",1226,"car",1,63,11.97,47,0,0,15,1,3
"3991",1227,"train",0,118,28.4,54,125,3,15,0,3
"3992",1227,"bus",0,118,8.71,62,115,8,15,0,3
"3993",1227,"car",1,118,22.42,93,0,0,15,0,3
"3994",1228,"train",0,102,28.4,54,113,3,25,0,3
"3995",1228,"bus",0,102,8.71,62,105,8,25,0,3
"3996",1228,"car",1,102,19.38,74,0,0,25,0,3
"3997",1229,"train",0,152,35.4,54,140,3,70,0,2
"3998",1229,"car",1,152,28.88,101,0,0,70,0,2
"3999",1230,"train",1,238,61.2,283,85,2,25,0,3
"4000",1230,"air",0,238,146.3,60,144,6,25,0,3
"4001",1230,"car",0,238,45.22,152,0,0,25,0,3
"4002",1231,"train",0,238,61.2,283,85,2,26,0,3
"4003",1231,"air",0,238,146.3,60,144,6,26,0,3
"4004",1231,"car",1,238,45.22,152,0,0,26,0,3
"4005",1232,"train",0,238,61.2,283,85,2,70,0,3
"4006",1232,"air",0,238,146.3,60,144,6,70,0,3
"4007",1232,"car",1,238,45.22,152,0,0,70,0,3
"4008",1233,"train",1,301,56.7,283,65,2,25,0,4
"4009",1233,"air",0,301,143.45,60,112,6,25,0,4
"4010",1233,"bus",0,301,27.67,320,60,8,25,0,4
"4011",1233,"car",0,301,57.19,189,0,0,25,0,4
"4012",1234,"train",1,301,56.7,283,65,2,35,0,4
"4013",1234,"air",0,301,143.45,60,112,6,35,0,4
"4014",1234,"bus",0,301,27.67,320,60,8,35,0,4
"4015",1234,"car",0,301,57.19,189,0,0,35,0,4
"4016",1235,"train",0,301,56.7,283,65,2,25,0,4
"4017",1235,"air",0,301,143.45,60,112,6,25,0,4
"4018",1235,"bus",0,301,27.67,320,60,8,25,0,4
"4019",1235,"car",1,301,57.19,189,0,0,25,0,4
"4020",1236,"train",1,380,77.4,448,110,2,45,0,3
"4021",1236,"air",0,380,164.9,58,184,36,45,0,3
"4022",1236,"car",0,380,72.2,237,0,0,45,0,3
"4023",1237,"train",0,400,64.2,283,95,2,35,0,3
"4024",1237,"air",0,400,161.5,58,149,36,35,0,3
"4025",1237,"car",1,400,76,253,0,0,35,0,3
"4026",1238,"train",0,442,75.9,448,90,2,70,0,3
"4027",1238,"air",1,442,159.9,58,134,36,70,0,3
"4028",1238,"car",0,442,83.98,306,0,0,70,0,3
"4029",1239,"train",0,446,75.4,448,85,2,55,1,3
"4030",1239,"air",1,446,156.9,58,129,36,55,1,3
"4031",1239,"car",0,446,84.74,309,0,0,55,1,3
"4032",1240,"train",1,480,73.4,448,74,2,15,1,3
"4033",1240,"air",0,480,153.5,58,124,36,15,1,3
"4034",1240,"car",0,480,91.2,316,0,0,15,1,3
"4035",1241,"train",0,480,73.4,448,74,2,70,1,3
"4036",1241,"air",1,480,153.5,58,124,36,70,1,3
"4037",1241,"car",0,480,91.2,316,0,0,70,1,3
"4038",1242,"train",0,480,73.4,448,74,2,55,1,3
"4039",1242,"air",1,480,153.5,58,124,36,55,1,3
"4040",1242,"car",0,480,91.2,316,0,0,55,1,3
"4041",1243,"train",0,480,73.4,448,74,2,55,1,3
"4042",1243,"air",1,480,153.5,58,124,36,55,1,3
"4043",1243,"car",0,480,91.2,316,0,0,55,1,3
"4044",1244,"train",0,480,73.4,448,74,2,70,1,3
"4045",1244,"air",1,480,153.5,58,124,36,70,1,3
"4046",1244,"car",0,480,91.2,316,0,0,70,1,3
"4047",1245,"train",0,480,73.4,448,74,2,55,1,3
"4048",1245,"air",1,480,153.5,58,124,36,55,1,3
"4049",1245,"car",0,480,91.2,316,0,0,55,1,3
"4050",1246,"train",0,480,73.4,448,74,2,70,1,3
"4051",1246,"air",1,480,153.5,58,124,36,70,1,3
"4052",1246,"car",0,480,91.2,316,0,0,70,1,3
"4053",1247,"train",0,480,73.4,448,74,2,70,1,3
"4054",1247,"air",1,480,153.5,58,124,36,70,1,3
"4055",1247,"car",0,480,91.2,316,0,0,70,1,3
"4056",1248,"train",0,480,73.4,448,74,2,70,1,3
"4057",1248,"air",1,480,153.5,58,124,36,70,1,3
"4058",1248,"car",0,480,91.2,316,0,0,70,1,3
"4059",1249,"train",0,480,73.4,448,74,2,70,1,3
"4060",1249,"air",1,480,153.5,58,124,36,70,1,3
"4061",1249,"car",0,480,91.2,316,0,0,70,1,3
"4062",1250,"train",0,480,73.4,448,74,2,70,1,3
"4063",1250,"air",1,480,153.5,58,124,36,70,1,3
"4064",1250,"car",0,480,91.2,316,0,0,70,1,3
"4065",1251,"train",0,480,73.4,448,74,2,70,1,3
"4066",1251,"air",1,480,153.5,58,124,36,70,1,3
"4067",1251,"car",0,480,91.2,316,0,0,70,1,3
"4068",1252,"train",0,480,73.4,448,74,2,70,1,3
"4069",1252,"air",1,480,153.5,58,124,36,70,1,3
"4070",1252,"car",0,480,91.2,316,0,0,70,1,3
"4071",1253,"train",1,490,75.1,448,75,2,55,1,3
"4072",1253,"air",0,490,154.9,58,124,36,55,1,3
"4073",1253,"car",0,490,93.1,329,0,0,55,1,3
"4074",1254,"train",0,525,77.4,448,110,2,5,0,3
"4075",1254,"air",1,525,157.5,58,149,36,5,0,3
"4076",1254,"car",0,525,99.75,336,0,0,5,0,3
"4077",1255,"train",0,596,91,449,93,2,45,0,3
"4078",1255,"air",1,596,186.9,69,149,45,45,0,3
"4079",1255,"car",0,596,113.24,384,0,0,45,0,3
"4080",1256,"train",0,596,91,449,93,2,55,0,3
"4081",1256,"air",1,596,186.9,69,149,45,55,0,3
"4082",1256,"car",0,596,113.24,384,0,0,55,0,3
"4083",1257,"train",0,602,76.1,430,75,2,70,1,3
"4084",1257,"air",1,602,174.15,69,125,45,70,1,3
"4085",1257,"car",0,602,114.38,379,0,0,70,1,3
"4086",1258,"train",0,602,76.1,430,75,2,55,1,3
"4087",1258,"air",1,602,174.15,69,125,45,55,1,3
"4088",1258,"car",0,602,114.38,379,0,0,55,1,3
"4089",1259,"train",0,602,76.1,430,75,2,45,1,3
"4090",1259,"air",0,602,174.15,69,125,45,45,1,3
"4091",1259,"car",1,602,114.38,379,0,0,45,1,3
"4092",1260,"train",1,592,83.55,449,75,2,35,1,3
"4093",1260,"air",0,592,176.9,69,129,45,35,1,3
"4094",1260,"car",0,592,112.48,365,0,0,35,1,3
"4095",1261,"train",1,592,83.55,449,75,2,26,1,3
"4096",1261,"air",0,592,176.9,69,129,45,26,1,3
"4097",1261,"car",0,592,112.48,365,0,0,26,1,3
"4098",1262,"train",0,592,83.55,449,75,2,70,1,3
"4099",1262,"air",1,592,176.9,69,129,45,70,1,3
"4100",1262,"car",0,592,112.48,365,0,0,70,1,3
"4101",1263,"train",0,597,82.5,449,77,2,55,1,3
"4102",1263,"air",1,597,184.9,69,134,45,55,1,3
"4103",1263,"car",0,597,113.43,372,0,0,55,1,3
"4104",1264,"train",0,574,80.2,430,95,2,45,0,3
"4105",1264,"air",0,574,186.9,69,149,45,45,0,3
"4106",1264,"car",1,574,109.06,361,0,0,45,0,3
"4107",1265,"air",1,813,205.3,84,125,4,70,0,2
"4108",1265,"car",0,813,154.47,503,0,0,70,0,2
"4109",1266,"air",1,819,213.3,84,134,4,70,0,2
"4110",1266,"car",0,819,155.61,511,0,0,70,0,2
"4111",1267,"air",1,1020,213.3,84,129,4,70,0,2
"4112",1267,"car",0,1020,193.8,673,0,0,70,0,2
"4113",1268,"train",0,496,78.4,367,89,3,70,1,3
"4114",1268,"air",1,496,157.5,58,120,36,70,1,3
"4115",1268,"car",0,496,94.24,329,0,0,70,1,3
"4116",1269,"train",0,496,78.4,367,89,3,70,1,3
"4117",1269,"air",0,496,157.5,58,120,36,70,1,3
"4118",1269,"car",1,496,94.24,329,0,0,70,1,3
"4119",1270,"train",0,620,84.5,394,95,3,70,0,3
"4120",1270,"air",1,620,187.25,69,138,45,70,0,3
"4121",1270,"car",0,620,117.8,386,0,0,70,0,3
"4122",1271,"train",0,673,83,394,115,3,70,0,3
"4123",1271,"air",0,673,187.5,69,150,45,70,0,3
"4124",1271,"car",1,673,127.87,424,0,0,70,0,3
"4125",1272,"train",0,450,77.4,367,90,3,55,1,4
"4126",1272,"air",0,450,160.9,58,115,36,55,1,4
"4127",1272,"bus",0,450,33.52,360,73,10,55,1,4
"4128",1272,"car",1,450,85.5,315,0,0,55,1,4
"4129",1273,"train",0,484,75.4,367,79,3,70,1,4
"4130",1273,"air",0,484,157.5,58,110,36,70,1,4
"4131",1273,"bus",0,484,34.72,360,72,10,70,1,4
"4132",1273,"car",1,484,91.96,321,0,0,70,1,4
"4133",1274,"train",0,601,80,394,75,3,55,1,3
"4134",1274,"air",1,601,181.55,69,118,45,55,1,3
"4135",1274,"car",0,601,114.19,377,0,0,55,1,3
"4136",1275,"train",0,601,78,394,67,3,55,1,3
"4137",1275,"air",1,601,187.45,69,115,45,55,1,3
"4138",1275,"car",0,601,114.19,377,0,0,55,1,3
"4139",1276,"train",0,257,60.7,233,90,4,70,0,3
"4140",1276,"air",0,257,149.65,60,125,6,70,0,3
"4141",1276,"car",1,257,48.83,170,0,0,70,0,3
"4142",1277,"train",0,229,59.2,233,85,4,55,0,3
"4143",1277,"air",0,229,149.65,60,125,6,55,0,3
"4144",1277,"car",1,229,43.51,146,0,0,55,0,3
"4145",1278,"train",0,292,54.7,233,65,4,45,0,4
"4146",1278,"air",0,292,146.8,60,93,6,45,0,4
"4147",1278,"bus",0,292,26.67,320,55,8,45,0,4
"4148",1278,"car",1,292,55.48,184,0,0,45,0,4
"4149",1279,"train",0,437,73.4,367,85,3,70,1,4
"4150",1279,"air",1,437,160.25,58,110,36,70,1,4
"4151",1279,"bus",0,437,32.87,360,63,10,70,1,4
"4152",1279,"car",0,437,83.03,304,0,0,70,1,4
"4153",1280,"train",0,437,73.4,367,85,3,70,1,4
"4154",1280,"air",1,437,160.25,58,110,36,70,1,4
"4155",1280,"bus",0,437,32.87,360,63,10,70,1,4
"4156",1280,"car",0,437,83.03,304,0,0,70,1,4
"4157",1281,"train",0,471,71.4,367,74,3,70,1,4
"4158",1281,"air",1,471,156.85,58,105,36,70,1,4
"4159",1281,"bus",0,471,34.07,360,62,10,70,1,4
"4160",1281,"car",0,471,89.49,310,0,0,70,1,4
"4161",1282,"train",0,471,71.4,367,74,3,70,1,4
"4162",1282,"air",1,471,156.85,58,105,36,70,1,4
"4163",1282,"bus",0,471,34.07,360,62,10,70,1,4
"4164",1282,"car",0,471,89.49,310,0,0,70,1,4
"4165",1283,"train",0,471,71.4,367,74,3,70,1,4
"4166",1283,"air",1,471,156.85,58,105,36,70,1,4
"4167",1283,"bus",0,471,34.07,360,62,10,70,1,4
"4168",1283,"car",0,471,89.49,310,0,0,70,1,4
"4169",1284,"train",0,471,71.4,367,74,3,70,1,4
"4170",1284,"air",1,471,156.85,58,105,36,70,1,4
"4171",1284,"bus",0,471,34.07,360,62,10,70,1,4
"4172",1284,"car",0,471,89.49,310,0,0,70,1,4
"4173",1285,"train",0,471,71.4,367,74,3,45,1,4
"4174",1285,"air",1,471,156.85,58,105,36,45,1,4
"4175",1285,"bus",0,471,34.07,360,62,10,45,1,4
"4176",1285,"car",0,471,89.49,310,0,0,45,1,4
"4177",1286,"train",0,471,71.4,367,74,3,70,1,4
"4178",1286,"air",1,471,156.85,58,105,36,70,1,4
"4179",1286,"bus",0,471,34.07,360,62,10,70,1,4
"4180",1286,"car",0,471,89.49,310,0,0,70,1,4
"4181",1287,"train",0,471,71.4,367,74,3,70,1,4
"4182",1287,"air",1,471,156.85,58,105,36,70,1,4
"4183",1287,"bus",0,471,34.07,360,62,10,70,1,4
"4184",1287,"car",0,471,89.49,310,0,0,70,1,4
"4185",1288,"train",0,471,71.4,367,74,3,70,1,4
"4186",1288,"air",1,471,156.85,58,105,36,70,1,4
"4187",1288,"bus",0,471,34.07,360,62,10,70,1,4
"4188",1288,"car",0,471,89.49,310,0,0,70,1,4
"4189",1289,"train",0,471,71.4,367,74,3,55,1,4
"4190",1289,"air",1,471,156.85,58,105,36,55,1,4
"4191",1289,"bus",0,471,34.07,360,62,10,55,1,4
"4192",1289,"car",0,471,89.49,310,0,0,55,1,4
"4193",1290,"train",0,471,71.4,367,74,3,70,1,4
"4194",1290,"air",1,471,156.85,58,105,36,70,1,4
"4195",1290,"bus",0,471,34.07,360,62,10,70,1,4
"4196",1290,"car",0,471,89.49,310,0,0,70,1,4
"4197",1291,"train",0,471,71.4,367,74,3,70,1,4
"4198",1291,"air",1,471,156.85,58,105,36,70,1,4
"4199",1291,"bus",0,471,34.07,360,62,10,70,1,4
"4200",1291,"car",0,471,89.49,310,0,0,70,1,4
"4201",1292,"train",0,471,71.4,367,74,3,55,1,4
"4202",1292,"air",1,471,156.85,58,105,36,55,1,4
"4203",1292,"bus",0,471,34.07,360,62,10,55,1,4
"4204",1292,"car",0,471,89.49,310,0,0,55,1,4
"4205",1293,"train",0,471,71.4,367,74,3,70,1,4
"4206",1293,"air",1,471,156.85,58,105,36,70,1,4
"4207",1293,"bus",0,471,34.07,360,62,10,70,1,4
"4208",1293,"car",0,471,89.49,310,0,0,70,1,4
"4209",1294,"train",0,471,71.4,367,74,3,70,1,4
"4210",1294,"air",1,471,156.85,58,105,36,70,1,4
"4211",1294,"bus",0,471,34.07,360,62,10,70,1,4
"4212",1294,"car",0,471,89.49,310,0,0,70,1,4
"4213",1295,"train",0,471,71.4,367,74,3,70,1,4
"4214",1295,"air",1,471,156.85,58,105,36,70,1,4
"4215",1295,"bus",0,471,34.07,360,62,10,70,1,4
"4216",1295,"car",0,471,89.49,310,0,0,70,1,4
"4217",1296,"train",0,471,71.4,367,74,3,35,1,4
"4218",1296,"air",1,471,156.85,58,105,36,35,1,4
"4219",1296,"bus",0,471,34.07,360,62,10,35,1,4
"4220",1296,"car",0,471,89.49,310,0,0,35,1,4
"4221",1297,"train",0,471,71.4,367,74,3,55,1,4
"4222",1297,"air",1,471,156.85,58,105,36,55,1,4
"4223",1297,"bus",0,471,34.07,360,62,10,55,1,4
"4224",1297,"car",0,471,89.49,310,0,0,55,1,4
"4225",1298,"train",0,471,71.4,367,74,3,70,1,4
"4226",1298,"air",1,471,156.85,58,105,36,70,1,4
"4227",1298,"bus",0,471,34.07,360,62,10,70,1,4
"4228",1298,"car",0,471,89.49,310,0,0,70,1,4
"4229",1299,"train",0,471,71.4,367,74,3,70,1,4
"4230",1299,"air",1,471,156.85,58,105,36,70,1,4
"4231",1299,"bus",0,471,34.07,360,62,10,70,1,4
"4232",1299,"car",0,471,89.49,310,0,0,70,1,4
"4233",1300,"train",0,471,71.4,367,74,3,70,1,4
"4234",1300,"air",1,471,156.85,58,105,36,70,1,4
"4235",1300,"bus",0,471,34.07,360,62,10,70,1,4
"4236",1300,"car",0,471,89.49,310,0,0,70,1,4
"4237",1301,"train",0,471,71.4,367,74,3,70,1,4
"4238",1301,"air",1,471,156.85,58,105,36,70,1,4
"4239",1301,"bus",0,471,34.07,360,62,10,70,1,4
"4240",1301,"car",0,471,89.49,310,0,0,70,1,4
"4241",1302,"train",0,471,71.4,367,74,3,70,1,4
"4242",1302,"air",1,471,156.85,58,105,36,70,1,4
"4243",1302,"bus",0,471,34.07,360,62,10,70,1,4
"4244",1302,"car",0,471,89.49,310,0,0,70,1,4
"4245",1303,"train",0,471,71.4,367,74,3,55,1,4
"4246",1303,"air",0,471,156.85,58,105,36,55,1,4
"4247",1303,"bus",0,471,34.07,360,62,10,55,1,4
"4248",1303,"car",1,471,89.49,310,0,0,55,1,4
"4249",1304,"train",0,471,71.4,367,74,3,70,1,4
"4250",1304,"air",0,471,156.85,58,105,36,70,1,4
"4251",1304,"bus",0,471,34.07,360,62,10,70,1,4
"4252",1304,"car",1,471,89.49,310,0,0,70,1,4
"4253",1305,"train",0,471,71.4,367,74,3,55,1,4
"4254",1305,"air",0,471,156.85,58,105,36,55,1,4
"4255",1305,"bus",0,471,34.07,360,62,10,55,1,4
"4256",1305,"car",1,471,89.49,310,0,0,55,1,4
"4257",1306,"train",0,481,73.1,367,75,3,45,1,4
"4258",1306,"air",1,481,158.25,58,105,36,45,1,4
"4259",1306,"bus",0,481,33.87,360,65,10,45,1,4
"4260",1306,"car",0,481,91.39,324,0,0,45,1,4
"4261",1307,"train",0,476,74.4,367,80,3,36,0,4
"4262",1307,"air",1,476,163.25,58,110,36,36,0,4
"4263",1307,"bus",0,476,32.87,360,60,10,36,0,4
"4264",1307,"car",0,476,90.44,317,0,0,36,0,4
"4265",1308,"train",0,656,86,394,105,3,70,0,3
"4266",1308,"air",1,656,190.25,69,135,45,70,0,3
"4267",1308,"car",0,656,124.64,429,0,0,70,0,3
"4268",1309,"train",0,593,74.1,375,75,3,70,1,3
"4269",1309,"air",1,593,177.5,69,106,45,70,1,3
"4270",1309,"car",0,593,112.67,373,0,0,70,1,3
"4271",1310,"train",0,593,74.1,375,75,3,70,1,3
"4272",1310,"air",1,593,177.5,69,106,45,70,1,3
"4273",1310,"car",0,593,112.67,373,0,0,70,1,3
"4274",1311,"train",0,593,74.1,375,75,3,55,1,3
"4275",1311,"air",1,593,177.5,69,106,45,55,1,3
"4276",1311,"car",0,593,112.67,373,0,0,55,1,3
"4277",1312,"train",0,593,74.1,375,75,3,70,1,3
"4278",1312,"air",1,593,177.5,69,106,45,70,1,3
"4279",1312,"car",0,593,112.67,373,0,0,70,1,3
"4280",1313,"train",0,593,74.1,375,75,3,55,1,3
"4281",1313,"air",1,593,177.5,69,106,45,55,1,3
"4282",1313,"car",0,593,112.67,373,0,0,55,1,3
"4283",1314,"train",0,593,74.1,375,75,3,55,1,3
"4284",1314,"air",1,593,177.5,69,106,45,55,1,3
"4285",1314,"car",0,593,112.67,373,0,0,55,1,3
"4286",1315,"train",0,593,74.1,375,75,3,70,1,3
"4287",1315,"air",1,593,177.5,69,106,45,70,1,3
"4288",1315,"car",0,593,112.67,373,0,0,70,1,3
"4289",1316,"train",0,583,76.55,394,75,3,70,1,3
"4290",1316,"air",1,583,180.25,69,110,45,70,1,3
"4291",1316,"car",0,583,110.77,360,0,0,70,1,3
"4292",1317,"train",0,583,76.55,394,75,3,15,1,3
"4293",1317,"air",1,583,180.25,69,110,45,15,1,3
"4294",1317,"car",0,583,110.77,360,0,0,15,1,3
"4295",1318,"train",0,583,76.55,394,75,3,35,1,3
"4296",1318,"air",1,583,180.25,69,110,45,35,1,3
"4297",1318,"car",0,583,110.77,360,0,0,35,1,3
"4298",1319,"train",0,588,76,394,70,3,70,1,3
"4299",1319,"air",1,588,180.9,69,113,45,70,1,3
"4300",1319,"car",0,588,111.72,366,0,0,70,1,3
"4301",1320,"train",0,593,77,394,80,3,70,1,3
"4302",1320,"air",1,593,189.85,69,125,45,70,1,3
"4303",1320,"car",0,593,112.67,373,0,0,70,1,3
"4304",1321,"train",0,655,79,394,110,3,45,0,3
"4305",1321,"air",1,655,186.85,69,145,45,45,0,3
"4306",1321,"car",0,655,124.45,410,0,0,45,0,3
"4307",1322,"train",0,246,52.6,221,79,4,55,0,3
"4308",1322,"air",0,246,146.3,60,115,6,55,0,3
"4309",1322,"car",1,246,46.74,161,0,0,55,0,3
"4310",1323,"train",0,309,48.1,221,59,4,70,0,4
"4311",1323,"air",1,309,143.45,60,83,6,70,0,4
"4312",1323,"bus",0,309,26.32,320,58,8,70,0,4
"4313",1323,"car",0,309,58.71,198,0,0,70,0,4
"4314",1324,"train",0,309,48.1,221,59,4,35,0,4
"4315",1324,"air",0,309,143.45,60,83,6,35,0,4
"4316",1324,"bus",0,309,26.32,320,58,8,35,0,4
"4317",1324,"car",1,309,58.71,198,0,0,35,0,4
"4318",1325,"train",0,309,48.1,221,59,4,25,0,4
"4319",1325,"air",0,309,143.45,60,83,6,25,0,4
"4320",1325,"bus",0,309,26.32,320,58,8,25,0,4
"4321",1325,"car",1,309,58.71,198,0,0,25,0,4
"4322",1326,"train",0,309,48.1,221,59,4,41,0,4
"4323",1326,"air",0,309,143.45,60,83,6,41,0,4
"4324",1326,"bus",0,309,26.32,320,58,8,41,0,4
"4325",1326,"car",1,309,58.71,198,0,0,41,0,4
"4326",1327,"train",0,309,48.1,221,59,4,70,0,4
"4327",1327,"air",0,309,143.45,60,83,6,70,0,4
"4328",1327,"bus",0,309,26.32,320,58,8,70,0,4
"4329",1327,"car",1,309,58.71,198,0,0,70,0,4
"4330",1328,"train",1,488,70.6,350,68,4,45,1,4
"4331",1328,"air",0,488,153.5,58,95,36,45,1,4
"4332",1328,"bus",0,488,33.72,360,65,10,45,1,4
"4333",1328,"car",0,488,92.72,325,0,0,45,1,4
"4334",1329,"train",1,488,70.6,350,68,4,55,1,4
"4335",1329,"air",0,488,153.5,58,95,36,55,1,4
"4336",1329,"bus",0,488,33.72,360,65,10,55,1,4
"4337",1329,"car",0,488,92.72,325,0,0,55,1,4
"4338",1330,"train",0,488,70.6,350,68,4,41,1,4
"4339",1330,"air",1,488,153.5,58,95,36,41,1,4
