record_id,session_id,consumer_id,car,purchase,gender,income,speed,discount,price
154,154,154,Japanese,0,0,39.0,8,0.99,50
154,154,154,European,0,0,39.0,7,0.99,10
155,155,155,American,0,1,33.0,10,0.8,80
155,155,155,Japanese,0,1,33.0,8,0.8,80
155,155,155,European,0,1,33.0,7,0.8,40
155,155,155,Korean,1,1,33.0,8,0.8,30
156,156,156,American,1,1,20.3,10,0.83,60
156,156,156,Japanese,0,1,20.3,8,0.83,60
156,156,156,European,0,1,20.3,7,0.83,30
157,157,157,American,1,1,38.0,10,0.88,90
157,157,157,Japanese,0,1,38.0,8,0.88,70
157,157,157,European,0,1,38.0,7,0.88,20
158,158,158,American,1,0,60.4,10,0.98,110
158,158,158,Japanese,0,0,60.4,8,0.98,100
158,158,158,European,0,0,60.4,7,0.98,40
159,159,159,American,0,1,69.0,10,0.83,80
159,159,159,Japanese,0,1,69.0,8,0.83,80
159,159,159,European,1,1,69.0,7,0.83,20
160,160,160,American,0,1,27.7,10,0.88,90
160,160,160,Japanese,1,1,27.7,8,0.88,80
160,160,160,European,0,1,27.7,7,0.88,70
160,160,160,Korean,0,1,27.7,8,0.88,10
161,161,161,American,1,1,41.0,10,0.88,100
161,161,161,Japanese,0,1,41.0,8,0.88,60
161,161,161,European,0,1,41.0,7,0.88,30
162,162,162,American,0,1,65.6,10,0.86,90
162,162,162,Japanese,1,1,65.6,8,0.86,80
162,162,162,European,0,1,65.6,7,0.86,70
162,162,162,Korean,0,1,65.6,8,0.86,10
163,163,163,American,1,1,24.8,10,0.8,90
163,163,163,Japanese,0,1,24.8,8,0.8,100
163,163,163,European,0,1,24.8,7,0.8,30
164,164,164,American,1,1,21.6,10,0.89,70
164,164,164,Japanese,0,1,21.6,8,0.89,60
164,164,164,European,0,1,21.6,7,0.89,20
165,165,165,American,0,0,43.3,10,0.85,90
165,165,165,Japanese,1,0,43.3,8,0.85,50
165,165,165,European,0,0,43.3,7,0.85,20
166,166,166,American,0,0,44.4,10,0.99,30
166,166,166,Japanese,0,0,44.4,8,0.99,10
166,166,166,European,1,0,44.4,7,0.99,40
166,166,166,Korean,0,0,44.4,8,0.99,30
167,167,167,American,1,1,45.300003,10,0.99,90
167,167,167,Japanese,0,1,45.300003,8,0.99,100
167,167,167,European,0,1,45.300003,7,0.99,10
167,167,167,Korean,0,1,45.300003,8,0.99,10
168,168,168,American,0,1,48.8,10,0.8,60
168,168,168,Japanese,0,1,48.8,8,0.8,30
168,168,168,European,1,1,48.8,7,0.8,70
168,168,168,Korean,0,1,48.8,8,0.8,20
169,169,169,American,0,1,44.7,10,0.88,110
169,169,169,Japanese,1,1,44.7,8,0.88,90
169,169,169,European,0,1,44.7,7,0.88,20
170,170,170,American,0,1,57.5,10,0.97,70
170,170,170,Japanese,1,1,57.5,8,0.97,70
170,170,170,European,0,1,57.5,7,0.97,30
170,170,170,Korean,0,1,57.5,8,0.97,10
171,171,171,American,0,1,42.0,10,0.97,80
171,171,171,Japanese,1,1,42.0,8,0.97,70
171,171,171,European,0,1,42.0,7,0.97,20
172,172,172,American,0,1,40.5,10,0.86,100
172,172,172,Japanese,1,1,40.5,8,0.86,120
172,172,172,European,0,1,40.5,7,0.86,30
172,172,172,Korean,0,1,40.5,8,0.86,20
173,173,173,American,0,1,44.4,10,0.84,100
173,173,173,Japanese,1,1,44.4,8,0.84,90
173,173,173,European,0,1,44.4,7,0.84,40
173,173,173,Korean,0,1,44.4,8,0.84,20
174,174,174,American,0,0,50.300003,10,0.95,90
174,174,174,Japanese,1,0,50.300003,8,0.95,50
174,174,174,European,0,0,50.300003,7,0.95,20
175,175,175,American,0,0,41.1,10,0.96,100
175,175,175,Japanese,1,0,41.1,8,0.96,80
175,175,175,European,0,0,41.1,7,0.96,20
175,175,175,Korean,0,0,,8,0.96,10
176,176,176,American,0,1,49.0,10,0.98,100
176,176,176,Japanese,1,1,49.0,8,0.98,110
176,176,176,European,0,1,49.0,7,0.98,30
177,177,177,American,0,0,43.0,10,1.0,80
177,177,177,Japanese,1,0,43.0,8,1.0,70
177,177,177,European,0,0,43.0,7,1.0,20
177,177,177,Korean,0,0,43.0,8,1.0,10
178,178,178,American,0,0,,10,0.88,90
178,178,178,Japanese,1,1,43.8,8,0.88,110
178,178,178,European,0,1,43.8,7,0.88,30
178,178,178,Korean,0,1,43.8,8,0.88,20
179,179,179,American,0,1,46.6,10,0.82,60
179,179,179,Japanese,1,1,46.6,8,0.82,60
179,179,179,European,0,1,46.6,7,0.82,30
180,180,180,American,0,1,45.7,10,0.92,100
180,180,180,Japanese,0,1,45.7,8,0.92,90
180,180,180,European,0,1,45.7,7,0.92,20
180,180,180,Korean,1,1,45.7,8,0.92,20
181,181,181,American,0,1,69.8,10,0.81,40
181,181,181,Japanese,0,1,69.8,8,0.81,30
181,181,181,European,1,1,69.8,7,0.81,70
181,181,181,Korean,0,1,69.8,8,0.81,10
182,182,182,American,0,0,45.6,10,0.84,90
182,182,182,Japanese,0,0,45.6,8,0.84,70
182,182,182,European,1,0,45.6,7,0.84,70
183,183,183,American,1,1,20.9,10,0.85,110
183,183,183,Japanese,0,1,20.9,8,0.85,80
183,183,183,European,0,1,20.9,7,0.85,30
183,183,183,Korean,0,1,20.9,8,0.85,30
184,184,184,American,1,1,30.6,10,0.95,110
184,184,184,Japanese,0,1,30.6,8,0.95,110
184,184,184,European,0,1,30.6,7,0.95,40
184,184,184,Korean,0,1,30.6,8,0.95,10
185,185,185,American,1,0,40.7,10,0.84,110
185,185,185,Japanese,0,0,40.7,8,0.84,100
185,185,185,European,0,0,40.7,7,0.84,30
186,186,186,American,0,1,46.699997,10,0.88,110
186,186,186,Japanese,0,1,46.699997,8,0.88,100
186,186,186,European,1,1,46.699997,7,0.88,30
187,187,187,American,1,1,26.1,10,0.91,70
187,187,187,Japanese,0,1,26.1,8,0.91,70
187,187,187,European,0,1,26.1,7,0.91,20
187,187,187,Korean,0,1,26.1,8,0.91,40
188,188,188,American,1,1,32.7,10,0.89,80
188,188,188,Japanese,0,1,32.7,8,0.89,70
188,188,188,European,0,1,32.7,7,0.89,20
188,188,188,Korean,0,1,32.7,8,0.89,10
189,189,189,American,1,0,49.199997,10,0.8,50
189,189,189,Japanese,0,0,49.199997,8,0.8,30
189,189,189,European,0,0,49.199997,7,0.8,30
190,190,190,American,0,1,24.3,10,0.88,80
190,190,190,Japanese,1,1,24.3,8,0.88,40
190,190,190,European,0,1,24.3,7,0.88,30
191,191,191,American,0,0,39.0,10,0.81,80
191,191,191,Japanese,1,0,39.0,8,0.81,70
191,191,191,European,0,0,39.0,7,0.81,10
192,192,192,American,1,1,33.0,10,0.99,50
192,192,192,Japanese,0,1,33.0,8,0.99,40
192,192,192,European,0,1,33.0,7,0.99,40
192,192,192,Korean,0,1,33.0,8,0.99,10
193,193,193,American,0,1,20.3,10,0.9,60
193,193,193,Japanese,0,1,20.3,8,0.9,60
193,193,193,European,1,1,20.3,7,0.9,30
194,194,194,American,0,1,38.0,10,0.93,90
194,194,194,Japanese,0,1,38.0,8,0.93,60
194,194,194,European,1,1,38.0,7,0.93,20
195,195,195,American,1,0,60.4,10,0.92,90
195,195,195,Japanese,0,0,60.4,8,0.92,60
195,195,195,European,0,0,60.4,7,0.92,50
196,196,196,American,0,1,69.0,10,1.0,110
196,196,196,Japanese,1,1,69.0,8,1.0,90
196,196,196,European,0,1,69.0,7,1.0,20
196,196,196,Korean,0,1,69.0,8,1.0,10
197,197,197,American,1,1,27.7,10,0.98,70
197,197,197,Japanese,0,1,27.7,8,0.98,50
197,197,197,European,0,1,27.7,7,0.98,30
197,197,197,Korean,0,1,27.7,8,0.98,10
198,198,198,American,1,1,41.0,10,0.84,100
198,198,198,Japanese,0,1,41.0,8,0.84,90
198,198,198,European,0,1,41.0,7,0.84,60
198,198,198,Korean,0,1,41.0,8,0.84,40
199,199,199,American,0,1,65.6,10,0.89,90
199,199,199,Japanese,0,1,65.6,8,0.89,70
199,199,199,European,1,1,65.6,7,0.89,30
200,200,200,American,1,1,24.8,10,0.89,80
200,200,200,Japanese,0,1,24.8,8,0.89,50
200,200,200,European,0,1,24.8,7,0.89,30
200,200,200,Korean,0,1,24.8,8,0.89,10
201,201,201,American,0,1,21.6,10,0.92,110
201,201,201,Japanese,1,1,21.6,8,0.92,70
201,201,201,European,0,1,21.6,7,0.92,30
201,201,201,Korean,0,1,21.6,8,0.92,30
202,202,202,American,0,0,43.3,10,0.98,100
202,202,202,Japanese,0,0,43.3,8,0.98,90
202,202,202,European,0,0,43.3,7,0.98,70
202,202,202,Korean,1,0,43.3,8,0.98,30
203,203,203,American,1,0,44.4,10,0.84,30
203,203,203,Japanese,0,0,44.4,8,0.84,20
203,203,203,European,0,0,44.4,7,0.84,10
203,203,203,Korean,0,0,44.4,8,0.84,0
204,204,204,American,1,1,45.300003,10,0.89,110
204,204,204,Japanese,0,1,45.300003,8,0.89,100
204,204,204,European,0,1,45.300003,7,0.89,10
205,205,205,American,1,1,48.8,10,0.88,110
205,205,205,Japanese,0,1,48.8,8,0.88,70
205,205,205,European,0,1,48.8,7,0.88,60
206,206,206,American,0,1,44.7,10,0.96,50
206,206,206,Japanese,0,1,44.7,8,0.96,30
206,206,206,European,1,1,44.7,7,0.96,20
207,207,207,American,1,1,57.5,10,0.95,110
207,207,207,Japanese,0,1,57.5,8,0.95,60
207,207,207,European,0,1,57.5,7,0.95,40
207,207,207,Korean,0,1,57.5,8,0.95,10
208,208,208,American,0,1,42.0,10,0.94,100
208,208,208,Japanese,0,1,42.0,8,0.94,110
208,208,208,European,1,1,42.0,7,0.94,30
208,208,208,Korean,0,1,42.0,8,0.94,10
209,209,209,American,1,1,40.5,10,0.8,100
209,209,209,Japanese,0,1,40.5,8,0.8,70
209,209,209,European,0,1,40.5,7,0.8,20
210,210,210,American,0,1,44.4,10,0.83,50
210,210,210,Japanese,1,1,44.4,8,0.83,40
210,210,210,European,0,1,44.4,7,0.83,60
210,210,210,Korean,0,1,44.4,8,0.83,10
211,211,211,American,0,0,50.300003,10,0.98,60
211,211,211,Japanese,1,0,50.300003,8,0.98,40
211,211,211,European,0,0,50.300003,7,0.98,20
211,211,211,Korean,0,0,50.300003,8,0.98,10
212,212,212,American,1,0,41.1,10,0.96,90
212,212,212,Japanese,0,0,41.1,8,0.96,40
212,212,212,European,0,0,41.1,7,0.96,20
213,213,213,American,0,1,49.0,10,0.88,100
213,213,213,Japanese,1,1,49.0,8,0.88,100
213,213,213,European,0,1,49.0,7,0.88,20
213,213,213,Korean,0,1,49.0,8,0.88,10
214,214,214,American,0,0,43.0,10,0.98,110
214,214,214,Japanese,1,0,43.0,8,0.98,70
214,214,214,European,0,0,43.0,7,0.98,20
214,214,214,Korean,0,0,43.0,8,0.98,10
215,215,215,American,1,1,43.8,10,0.84,100
215,215,215,Japanese,0,1,43.8,8,0.84,60
215,215,215,European,0,1,43.8,7,0.84,30
216,216,216,American,0,1,46.6,10,0.85,120
216,216,216,Japanese,1,1,46.6,8,0.85,60
216,216,216,European,0,1,46.6,7,0.85,40
217,217,217,American,1,1,45.7,10,0.84,100
217,217,217,Japanese,0,1,45.7,8,0.84,60
217,217,217,European,0,1,45.7,7,0.84,20
218,218,218,American,0,1,69.8,10,0.87,80
218,218,218,Japanese,1,1,69.8,8,0.87,70
218,218,218,European,0,1,69.8,7,0.87,50
218,218,218,Korean,0,1,69.8,8,0.87,20
219,219,219,American,0,0,45.6,10,0.97,100
219,219,219,Japanese,1,0,45.6,8,0.97,100
219,219,219,European,0,0,45.6,7,0.97,50
219,219,219,Korean,0,0,45.6,8,0.97,30
220,220,220,American,0,1,20.9,10,0.84,90
220,220,220,Japanese,0,1,20.9,8,0.84,80
220,220,220,European,0,1,20.9,7,0.84,40
220,220,220,Korean,1,1,20.9,8,0.84,10
221,221,221,American,1,1,30.6,10,0.82,100
221,221,221,Japanese,0,1,30.6,8,0.82,80
221,221,221,European,0,1,30.6,7,0.82,30
222,222,222,American,1,0,40.7,10,0.9,50
222,222,222,Japanese,0,0,40.7,8,0.9,40
222,222,222,European,0,0,40.7,7,0.9,30
222,222,222,Korean,0,0,40.7,8,0.9,10
223,223,223,American,0,1,46.699997,10,0.97,50
223,223,223,Japanese,0,1,46.699997,8,0.97,50
223,223,223,European,1,1,46.699997,7,0.97,60
223,223,223,Korean,0,1,46.699997,8,0.97,20
224,224,224,American,0,1,26.1,10,0.93,110
224,224,224,Japanese,0,1,26.1,8,0.93,60
224,224,224,European,1,1,26.1,7,0.93,20
225,225,225,American,0,1,32.7,10,0.87,80
225,225,225,Japanese,0,1,32.7,8,0.87,70
225,225,225,European,1,1,32.7,7,0.87,20
225,225,225,Korean,0,1,32.7,8,0.87,10
226,226,226,American,1,0,49.199997,10,0.98,80
226,226,226,Japanese,0,0,49.199997,8,0.98,70
226,226,226,European,0,0,49.199997,7,0.98,40
226,226,226,Korean,0,0,49.199997,8,0.98,10
227,227,227,American,1,1,24.3,10,0.92,70
227,227,227,Japanese,0,1,24.3,8,0.92,40
227,227,227,European,0,1,24.3,7,0.92,30
228,228,228,American,0,0,39.0,10,0.96,90
228,228,228,Japanese,1,0,39.0,8,0.96,60
228,228,228,European,0,0,39.0,7,0.96,10
228,228,228,Korean,0,0,39.0,8,0.96,40
229,229,229,American,1,1,33.0,10,0.85,100
229,229,229,Japanese,0,1,33.0,8,0.85,70
229,229,229,European,0,1,33.0,7,0.85,40
230,230,230,American,0,1,20.3,10,0.86,60
230,230,230,Japanese,1,1,20.3,8,0.86,60
230,230,230,European,0,1,20.3,7,0.86,30
231,231,231,American,0,1,38.0,10,0.92,90
231,231,231,Japanese,1,1,38.0,8,0.92,50
231,231,231,European,0,1,38.0,7,0.92,20
232,232,232,American,0,0,60.4,10,0.85,110
232,232,232,Japanese,1,0,60.4,8,0.85,80
232,232,232,European,0,0,60.4,7,0.85,50
233,233,233,American,0,1,69.0,10,0.83,70
233,233,233,Japanese,0,1,69.0,8,0.83,40
233,233,233,European,1,1,69.0,7,0.83,20
234,234,234,American,1,1,27.7,10,0.99,90
234,234,234,Japanese,0,1,27.7,8,0.99,90
234,234,234,European,0,1,27.7,7,0.99,30
235,235,235,American,0,1,41.0,10,0.87,50
235,235,235,Japanese,1,1,41.0,8,0.87,40
235,235,235,European,0,1,41.0,7,0.87,20
236,236,236,American,0,1,65.6,10,0.86,90
236,236,236,Japanese,1,1,65.6,8,0.86,50
236,236,236,European,0,1,65.6,7,0.86,60
237,237,237,American,0,1,24.8,10,0.97,110
237,237,237,Japanese,0,1,24.8,8,0.97,80
237,237,237,European,1,1,24.8,7,0.97,30
238,238,238,American,1,1,21.6,10,0.89,100
238,238,238,Japanese,0,1,21.6,8,0.89,110
238,238,238,European,0,1,21.6,7,0.89,30
239,239,239,American,1,0,43.3,10,0.93,70
239,239,239,Japanese,0,0,43.3,8,0.93,80
239,239,239,European,0,0,43.3,7,0.93,20
240,240,240,American,0,0,44.4,10,0.98,90
240,240,240,Japanese,1,0,44.4,8,0.98,70
240,240,240,European,0,0,44.4,7,0.98,40
240,240,240,Korean,0,0,44.4,8,0.98,20
241,241,241,American,0,1,45.300003,10,0.91,90
241,241,241,Japanese,0,1,45.300003,8,0.91,100
241,241,241,European,1,1,45.300003,7,0.91,10
242,242,242,American,0,1,48.8,10,0.81,100
242,242,242,Japanese,0,1,48.8,8,0.81,70
242,242,242,European,0,1,48.8,7,0.81,20
242,242,242,Korean,1,1,48.8,8,0.81,40
243,243,243,American,0,1,44.7,10,0.92,100
243,243,243,Japanese,1,1,44.7,8,0.92,80
243,243,243,European,0,1,44.7,7,0.92,20
243,243,243,Korean,0,1,44.7,8,0.92,10
244,244,244,American,0,1,57.5,10,0.95,60
244,244,244,Japanese,1,1,57.5,8,0.95,30
244,244,244,European,0,1,57.5,7,0.95,30
244,244,244,Korean,0,1,57.5,8,0.95,20
245,245,245,American,1,1,42.0,10,0.95,70
245,245,245,Japanese,0,1,42.0,8,0.95,60
245,245,245,European,0,1,42.0,7,0.95,30
245,245,245,Korean,0,1,42.0,8,0.95,10
246,246,246,American,1,1,40.5,10,0.96,80
246,246,246,Japanese,0,1,40.5,8,0.96,80
246,246,246,European,0,1,40.5,7,0.96,40
246,246,246,Korean,0,1,40.5,8,0.96,10
247,247,247,American,1,1,44.4,10,0.83,70
247,247,247,Japanese,0,1,44.4,8,0.83,70
247,247,247,European,0,1,44.4,7,0.83,50
247,247,247,Korean,0,1,44.4,8,0.83,10
248,248,248,American,0,0,50.300003,10,0.87,100
248,248,248,Japanese,1,0,50.300003,8,0.87,70
248,248,248,European,0,0,50.300003,7,0.87,20
248,248,248,Korean,0,0,50.300003,8,0.87,10
249,249,249,American,0,0,41.1,10,0.99,100
249,249,249,Japanese,1,0,41.1,8,0.99,60
249,249,249,European,0,0,41.1,7,0.99,20
250,250,250,American,1,1,49.0,10,0.91,30
250,250,250,Japanese,0,1,49.0,8,0.91,20
250,250,250,European,0,1,49.0,7,0.91,30
250,250,250,Korean,0,1,49.0,8,0.91,20
251,251,251,American,0,0,43.0,10,0.93,90
251,251,251,Japanese,1,0,43.0,8,0.93,100
251,251,251,European,0,0,43.0,7,0.93,20
251,251,251,Korean,0,0,43.0,8,0.93,20
252,252,252,American,0,1,43.8,10,0.83,-126
252,252,252,Japanese,0,1,43.8,8,0.83,110
252,252,252,European,1,1,43.8,7,0.83,30
253,253,253,American,0,1,46.6,10,0.84,70
253,253,253,Japanese,1,1,46.6,8,0.84,50
253,253,253,European,0,0,,7,0.84,50
254,254,254,American,0,1,45.7,10,0.94,80
254,254,254,Japanese,1,1,45.7,8,0.94,60
254,254,254,European,0,1,45.7,7,0.94,20
255,255,255,American,0,1,69.8,10,0.88,100
255,255,255,Japanese,0,1,69.8,8,0.88,100
255,255,255,European,1,1,69.8,7,0.88,70
255,255,255,Korean,0,1,69.8,8,0.88,30
256,256,256,American,0,0,45.6,10,0.89,50
256,256,256,Japanese,1,0,45.6,8,0.89,30
256,256,256,European,0,0,45.6,7,0.89,70
256,256,256,Korean,0,0,45.6,8,0.89,10
257,257,257,American,0,1,20.9,10,0.97,60
257,257,257,Japanese,1,1,20.9,8,0.97,50
257,257,257,European,0,1,20.9,7,0.97,40
257,257,257,Korean,0,1,20.9,8,0.97,10
258,258,258,American,0,1,30.6,10,0.93,50
258,258,258,Japanese,1,1,30.6,8,0.93,30
258,258,258,European,0,1,30.6,7,0.93,40
258,258,258,Korean,0,1,30.6,8,0.93,10
259,259,259,American,0,0,40.7,10,0.91,90
259,259,259,Japanese,0,0,40.7,8,0.91,60
259,259,259,European,0,0,40.7,7,0.91,30
259,259,259,Korean,1,0,40.7,8,0.91,10
260,260,260,American,1,1,46.699997,10,0.82,90
260,260,260,Japanese,0,1,46.699997,8,0.82,100
260,260,260,European,0,1,46.699997,7,0.82,20
261,261,261,American,1,1,26.1,10,0.87,120
261,261,261,Japanese,0,1,26.1,8,0.87,100
261,261,261,European,0,1,26.1,7,0.87,20
261,261,261,Korean,0,1,26.1,8,0.87,30
262,262,262,American,1,1,32.7,10,0.99,80
262,262,262,Japanese,0,1,32.7,8,0.99,60
262,262,262,European,0,1,32.7,7,0.99,20
263,263,263,American,0,0,49.199997,10,0.99,80
263,263,263,Japanese,1,0,49.199997,8,0.99,40
263,263,263,European,0,0,49.199997,7,0.99,50
263,263,263,Korean,0,0,49.199997,8,0.99,10
264,264,264,American,1,1,24.3,10,0.95,80
264,264,264,Japanese,0,1,24.3,8,0.95,50
264,264,264,European,0,1,24.3,7,0.95,30
264,264,264,Korean,0,1,24.3,8,0.95,10
265,265,265,American,0,0,39.0,10,0.98,100
265,265,265,Japanese,1,0,39.0,8,0.98,100
265,265,265,European,0,0,39.0,7,0.98,10
265,265,265,Korean,0,0,39.0,8,0.98,10
266,266,266,American,1,1,33.0,10,0.91,110
266,266,266,Japanese,0,1,33.0,8,0.91,60
266,266,266,European,0,1,33.0,7,0.91,30
266,266,266,Korean,0,1,33.0,8,0.91,20
267,267,267,American,1,1,20.3,10,0.86,60
267,267,267,Japanese,0,1,20.3,8,0.86,60
267,267,267,European,0,1,20.3,7,0.86,30
267,267,267,Korean,0,1,20.3,8,0.86,10
268,268,268,American,0,1,38.0,10,0.9,90
268,268,268,Japanese,0,1,38.0,8,0.9,100
268,268,268,European,0,1,38.0,7,0.9,20
268,268,268,Korean,1,1,38.0,8,0.9,10
269,269,269,American,0,0,60.4,10,1.0,100
269,269,269,Japanese,1,0,60.4,8,1.0,80
269,269,269,European,0,0,60.4,7,1.0,40
270,270,270,American,0,1,69.0,10,0.88,-126
270,270,270,Japanese,0,1,69.0,8,0.88,90
270,270,270,European,1,1,69.0,7,0.88,20
271,271,271,American,1,1,27.7,10,0.97,90
271,271,271,Japanese,0,1,27.7,8,0.97,70
271,271,271,European,0,1,27.7,7,0.97,50
272,272,272,American,0,1,41.0,10,0.95,110
272,272,272,Japanese,1,1,41.0,8,0.95,60
272,272,272,European,0,1,41.0,7,0.95,20
272,272,272,Korean,0,1,41.0,8,0.95,20
273,273,273,American,0,1,65.6,10,0.88,80
273,273,273,Japanese,0,1,65.6,8,0.88,50
273,273,273,European,1,1,65.6,7,0.88,70
274,274,274,American,1,1,24.8,10,0.99,100
274,274,274,Japanese,0,1,24.8,8,0.99,90
274,274,274,European,0,1,24.8,7,0.99,30
274,274,274,Korean,0,1,24.8,8,0.99,10
275,275,275,American,0,1,21.6,10,0.96,30
275,275,275,Japanese,0,1,21.6,8,0.96,20
275,275,275,European,0,1,21.6,7,0.96,30
275,275,275,Korean,1,1,21.6,8,0.96,10
276,276,276,American,1,0,43.3,10,0.98,-126
276,276,276,Japanese,0,0,43.3,8,0.98,100
276,276,276,European,0,0,43.3,7,0.98,60
277,277,277,American,0,0,44.4,10,0.87,30
277,277,277,Japanese,1,0,44.4,8,0.87,30
277,277,277,European,0,0,44.4,7,0.87,20
277,277,277,Korean,0,0,44.4,8,0.87,30
278,278,278,American,1,1,45.300003,10,0.91,100
278,278,278,Japanese,0,1,45.300003,8,0.91,70
278,278,278,European,0,1,45.300003,7,0.91,10
278,278,278,Korean,0,1,45.300003,8,0.91,10
279,279,279,American,1,1,48.8,10,0.8,40
279,279,279,Japanese,0,1,48.8,8,0.8,30
279,279,279,European,0,1,48.8,7,0.8,60
280,280,280,American,0,1,44.7,10,0.89,30
280,280,280,Japanese,1,1,44.7,8,0.89,20
280,280,280,European,0,1,44.7,7,0.89,20
281,281,281,American,0,1,57.5,10,0.86,30
281,281,281,Japanese,1,1,57.5,8,0.86,20
281,281,281,European,0,1,57.5,7,0.86,10
281,281,281,Korean,0,1,57.5,8,0.86,0
282,282,282,American,0,1,42.0,10,0.9,50
282,282,282,Japanese,1,1,42.0,8,0.9,30
282,282,282,European,0,1,42.0,7,0.9,30
282,282,282,Korean,0,1,42.0,8,0.9,10
283,283,283,American,1,1,40.5,10,0.82,50
283,283,283,Japanese,0,1,40.5,8,0.82,30
283,283,283,European,0,1,40.5,7,0.82,30
283,283,283,Korean,0,1,40.5,8,0.82,10
284,284,284,American,1,1,44.4,10,0.91,50
284,284,284,Japanese,0,1,44.4,8,0.91,30
284,284,284,European,0,1,44.4,7,0.91,30
284,284,284,Korean,0,1,44.4,8,0.91,30
285,285,285,American,0,0,50.300003,10,0.97,20
285,285,285,Japanese,1,0,50.300003,8,0.97,20
285,285,285,European,0,0,50.300003,7,0.97,40
285,285,285,Korean,0,0,50.300003,8,0.97,10
286,286,286,American,0,0,41.1,10,0.84,90
286,286,286,Japanese,1,0,41.1,8,0.84,50
286,286,286,European,0,0,41.1,7,0.84,20
286,286,286,Korean,0,0,41.1,8,0.84,40
287,287,287,American,1,1,49.0,10,0.94,90
287,287,287,Japanese,0,1,49.0,8,0.94,90
287,287,287,European,0,1,49.0,7,0.94,30
287,287,287,Korean,0,1,49.0,8,0.94,10
288,288,288,American,1,0,43.0,10,0.82,60
288,288,288,Japanese,0,0,43.0,8,0.82,40
288,288,288,European,0,0,43.0,7,0.82,20
288,288,288,Korean,0,0,43.0,8,0.82,20
289,289,289,American,0,1,43.8,10,0.93,90
289,289,289,Japanese,1,1,43.8,8,0.93,70
289,289,289,European,0,1,43.8,7,0.93,30
289,289,289,Korean,0,1,43.8,8,0.93,10
290,290,290,American,1,1,46.6,10,0.83,100
290,290,290,Japanese,0,1,46.6,8,0.83,70
290,290,290,European,0,1,46.6,7,0.83,30
290,290,290,Korean,0,1,46.6,8,0.83,10
291,291,291,American,1,1,45.7,10,0.93,90
291,291,291,Japanese,0,1,45.7,8,0.93,50
291,291,291,European,0,1,45.7,7,0.93,20
292,292,292,American,0,1,69.8,10,0.86,50
292,292,292,Japanese,0,1,69.8,8,0.86,40
292,292,292,European,1,1,69.8,7,0.86,30
292,292,292,Korean,0,1,69.8,8,0.86,10
293,293,293,American,1,0,45.6,10,0.93,50
293,293,293,Japanese,0,0,45.6,8,0.93,40
293,293,293,European,0,0,45.6,7,0.93,30
294,294,294,American,1,1,20.9,10,0.87,40
294,294,294,Japanese,0,1,20.9,8,0.87,20
294,294,294,European,0,1,20.9,7,0.87,30
295,295,295,American,0,1,30.6,10,0.96,100
295,295,295,Japanese,1,1,30.6,8,0.96,100
295,295,295,European,0,1,30.6,7,0.96,30
295,295,295,Korean,0,1,30.6,8,0.96,10
296,296,296,American,0,1,46.699997,10,0.99,100
296,296,296,Japanese,0,1,46.699997,8,0.99,40
296,296,296,European,1,1,46.699997,7,0.99,40
297,297,297,American,0,1,26.1,10,0.99,80
297,297,297,Japanese,0,1,26.1,8,0.99,60
297,297,297,European,1,1,26.1,7,0.99,20
298,298,298,American,1,1,32.7,10,0.91,80
298,298,298,Japanese,0,0,,8,0.91,50
298,298,298,European,0,1,32.7,7,0.91,20
299,299,299,American,1,0,49.199997,10,0.94,60
299,299,299,Japanese,0,0,49.199997,8,0.94,30
299,299,299,European,0,0,49.199997,7,0.94,40
299,299,299,Korean,0,0,49.199997,8,0.94,10
300,300,300,American,0,1,24.3,10,0.91,70
300,300,300,Japanese,1,1,24.3,8,0.91,50
300,300,300,European,0,1,24.3,7,0.91,30
301,301,301,American,1,0,39.0,10,0.99,90
301,301,301,Japanese,0,0,39.0,8,0.99,50
301,301,301,European,0,0,39.0,7,0.99,10
302,302,302,American,1,1,33.0,10,0.85,50
302,302,302,Japanese,0,1,33.0,8,0.85,40
302,302,302,European,0,1,33.0,7,0.85,20
303,303,303,American,1,1,20.3,10,0.97,60
303,303,303,Japanese,0,1,20.3,8,0.97,50
303,303,303,European,0,1,20.3,7,0.97,30
303,303,303,Korean,0,1,20.3,8,0.97,10
304,304,304,American,1,1,38.0,10,1.0,90
304,304,304,Japanese,0,1,38.0,8,1.0,60
304,304,304,European,0,1,38.0,7,1.0,20
305,305,305,American,0,0,60.4,10,0.97,120
305,305,305,Japanese,1,0,60.4,8,0.97,70
305,305,305,European,0,0,60.4,7,0.97,50
305,305,305,Korean,0,0,60.4,8,0.97,10
306,306,306,American,0,1,69.0,10,0.95,50
306,306,306,Japanese,0,1,69.0,8,0.95,60
306,306,306,European,1,1,69.0,7,0.95,20
307,307,307,American,0,1,27.7,10,0.84,60
307,307,307,Japanese,1,1,27.7,8,0.84,40
307,307,307,European,0,1,27.7,7,0.84,40
307,307,307,Korean,0,1,27.7,8,0.84,20
308,308,308,American,0,1,41.0,10,0.92,100
308,308,308,Japanese,1,1,41.0,8,0.92,80
308,308,308,European,0,1,41.0,7,0.92,70
308,308,308,Korean,0,1,41.0,8,0.92,10
309,309,309,American,0,1,65.6,10,0.9,90
309,309,309,Japanese,0,1,65.6,8,0.9,90
309,309,309,European,1,1,65.6,7,0.9,50
310,310,310,American,0,1,24.8,10,0.94,120
310,310,310,Japanese,0,1,24.8,8,0.94,100
