"","depvar","icca","occa","income","ich","och","idx.id1","idx.id2","inc.room","inc.cooling","int.cooling","cooling.modes","room.modes"
"276",FALSE, 0.00,0.00,40, 7.10,3.33, 40,er,40, 0,0,FALSE,TRUE
"277",FALSE,29.19,2.07,40, 6.82,3.33, 40,erc,40,40,1,TRUE,TRUE
"278",FALSE, 0.00,0.00,40,13.53,1.91, 40,gc, 0, 0,0,FALSE,FALSE
"279",TRUE,29.19,2.07,40, 4.99,1.91, 40,gcc, 0,40,1,TRUE,FALSE
"280",FALSE,29.19,2.07,40, 9.88,1.10, 40,hpc, 0,40,1,TRUE,FALSE
"281",FALSE, 0.00,0.00,70,20.10,3.72, 41,ec, 0, 0,0,FALSE,FALSE
"282",FALSE,24.54,2.51,70, 6.98,3.72, 41,ecc, 0,70,1,TRUE,FALSE
"283",FALSE, 0.00,0.00,70, 7.22,4.19, 41,er,70, 0,0,FALSE,TRUE
"284",FALSE,24.54,2.51,70, 5.97,4.19, 41,erc,70,70,1,TRUE,TRUE
"285",FALSE, 0.00,0.00,70,20.49,2.00, 41,gc, 0, 0,0,FALSE,FALSE
"286",TRUE,24.54,2.51,70, 5.94,2.00, 41,gcc, 0,70,1,TRUE,FALSE
"287",FALSE,24.54,2.51,70,11.62,1.29, 41,hpc, 0,70,1,TRUE,FALSE
"288",FALSE, 0.00,0.00,70,17.33,3.93, 42,ec, 0, 0,0,FALSE,FALSE
"289",FALSE,24.42,2.04,70, 7.68,3.93, 42,ecc, 0,70,1,TRUE,FALSE
"290",FALSE, 0.00,0.00,70, 7.16,3.70, 42,er,70, 0,0,FALSE,TRUE
"291",FALSE,24.42,2.04,70, 7.05,3.70, 42,erc,70,70,1,TRUE,TRUE
"292",FALSE, 0.00,0.00,70,16.25,1.95, 42,gc, 0, 0,0,FALSE,FALSE
"293",TRUE,24.42,2.04,70, 7.17,1.95, 42,gcc, 0,70,1,TRUE,FALSE
"294",FALSE,24.42,2.04,70, 9.38,1.53, 42,hpc, 0,70,1,TRUE,FALSE
"295",FALSE, 0.00,0.00,30,20.53,3.95, 43,ec, 0, 0,0,FALSE,FALSE
"296",FALSE,24.41,2.14,30, 7.22,3.95, 43,ecc, 0,30,1,TRUE,FALSE
"297",FALSE, 0.00,0.00,30, 5.42,4.61, 43,er,30, 0,0,FALSE,TRUE
"298",FALSE,24.41,2.14,30, 6.96,4.61, 43,erc,30,30,1,TRUE,TRUE
"299",FALSE, 0.00,0.00,30,24.14,2.47, 43,gc, 0, 0,0,FALSE,FALSE
"300",TRUE,24.41,2.14,30, 6.75,2.47, 43,gcc, 0,30,1,TRUE,FALSE
"301",FALSE,24.41,2.14,30, 9.67,1.51, 43,hpc, 0,30,1,TRUE,FALSE
"302",FALSE, 0.00,0.00,40,24.37,4.27, 44,ec, 0, 0,0,FALSE,FALSE
"303",FALSE,27.19,2.08,40, 9.77,4.27, 44,ecc, 0,40,1,TRUE,FALSE
"304",FALSE, 0.00,0.00,40, 8.49,3.81, 44,er,40, 0,0,FALSE,TRUE
"305",FALSE,27.19,2.08,40, 7.49,3.81, 44,erc,40,40,1,TRUE,TRUE
"306",FALSE, 0.00,0.00,40,22.50,2.31, 44,gc, 0, 0,0,FALSE,FALSE
"307",TRUE,27.19,2.08,40, 8.41,2.31, 44,gcc, 0,40,1,TRUE,FALSE
"308",FALSE,27.19,2.08,40,11.70,1.44, 44,hpc, 0,40,1,TRUE,FALSE
"309",FALSE, 0.00,0.00,20,25.75,4.15, 45,ec, 0, 0,0,FALSE,FALSE
"310",FALSE,22.54,3.37,20, 9.82,4.15, 45,ecc, 0,20,1,TRUE,FALSE
"311",TRUE, 0.00,0.00,20, 9.50,4.41, 45,er,20, 0,0,FALSE,TRUE
"312",FALSE,22.54,3.37,20, 9.11,4.41, 45,erc,20,20,1,TRUE,TRUE
"313",FALSE, 0.00,0.00,20,28.22,2.72, 45,gc, 0, 0,0,FALSE,FALSE
"314",FALSE,22.54,3.37,20, 9.27,2.72, 45,gcc, 0,20,1,TRUE,FALSE
"315",FALSE,22.54,3.37,20,10.37,1.46, 45,hpc, 0,20,1,TRUE,FALSE
"316",FALSE, 0.00,0.00,50,26.28,5.04, 46,ec, 0, 0,0,FALSE,FALSE
"317",FALSE,22.23,2.92,50, 8.00,5.04, 46,ecc, 0,50,1,TRUE,FALSE
"318",FALSE, 0.00,0.00,50, 7.47,4.79, 46,er,50, 0,0,FALSE,TRUE
"319",FALSE,22.23,2.92,50,10.23,4.79, 46,erc,50,50,1,TRUE,TRUE
"320",FALSE, 0.00,0.00,50,24.43,2.26, 46,gc, 0, 0,0,FALSE,FALSE
"321",TRUE,22.23,2.92,50, 7.64,2.26, 46,gcc, 0,50,1,TRUE,FALSE
"322",FALSE,22.23,2.92,50,11.37,1.85, 46,hpc, 0,50,1,TRUE,FALSE
"323",FALSE, 0.00,0.00,60,28.08,4.73, 47,ec, 0, 0,0,FALSE,FALSE
"324",FALSE,24.75,2.59,60, 7.56,4.73, 47,ecc, 0,60,1,TRUE,FALSE
"325",FALSE, 0.00,0.00,60, 8.17,4.57, 47,er,60, 0,0,FALSE,TRUE
"326",FALSE,24.75,2.59,60, 8.82,4.57, 47,erc,60,60,1,TRUE,TRUE
"327",FALSE, 0.00,0.00,60,23.91,2.42, 47,gc, 0, 0,0,FALSE,FALSE
"328",TRUE,24.75,2.59,60, 8.94,2.42, 47,gcc, 0,60,1,TRUE,FALSE
"329",FALSE,24.75,2.59,60,10.51,1.40, 47,hpc, 0,60,1,TRUE,FALSE
"330",FALSE, 0.00,0.00,20,22.81,3.55, 48,ec, 0, 0,0,FALSE,FALSE
"331",FALSE,24.42,2.48,20, 5.54,3.55, 48,ecc, 0,20,1,TRUE,FALSE
"332",FALSE, 0.00,0.00,20, 6.49,4.29, 48,er,20, 0,0,FALSE,TRUE
"333",FALSE,24.42,2.48,20, 9.00,4.29, 48,erc,20,20,1,TRUE,TRUE
"334",FALSE, 0.00,0.00,20,25.95,1.98, 48,gc, 0, 0,0,FALSE,FALSE
"335",TRUE,24.42,2.48,20, 6.34,1.98, 48,gcc, 0,20,1,TRUE,FALSE
"336",FALSE,24.42,2.48,20, 8.37,1.39, 48,hpc, 0,20,1,TRUE,FALSE
"337",FALSE, 0.00,0.00,60,21.40,4.05, 49,ec, 0, 0,0,FALSE,FALSE
"338",FALSE,21.28,3.30,60, 6.13,4.05, 49,ecc, 0,60,1,TRUE,FALSE
"339",FALSE, 0.00,0.00,60, 6.26,3.96, 49,er,60, 0,0,FALSE,TRUE
"340",FALSE,21.28,3.30,60, 8.92,3.96, 49,erc,60,60,1,TRUE,TRUE
"341",FALSE, 0.00,0.00,60,23.21,1.72, 49,gc, 0, 0,0,FALSE,FALSE
"342",TRUE,21.28,3.30,60, 6.22,1.72, 49,gcc, 0,60,1,TRUE,FALSE
"343",FALSE,21.28,3.30,60,11.48,1.45, 49,hpc, 0,60,1,TRUE,FALSE
"344",FALSE, 0.00,0.00,30,30.09,3.93, 50,ec, 0, 0,0,FALSE,FALSE
"345",FALSE,30.87,2.48,30, 9.16,3.93, 50,ecc, 0,30,1,TRUE,FALSE
"346",FALSE, 0.00,0.00,30, 9.05,3.87, 50,er,30, 0,0,FALSE,TRUE
"347",FALSE,30.87,2.48,30, 7.52,3.87, 50,erc,30,30,1,TRUE,TRUE
"348",FALSE, 0.00,0.00,30,24.69,2.77, 50,gc, 0, 0,0,FALSE,FALSE
"349",FALSE,30.87,2.48,30, 8.81,2.77, 50,gcc, 0,30,1,TRUE,FALSE
"350",TRUE,30.87,2.48,30,10.17,1.53, 50,hpc, 0,30,1,TRUE,FALSE
"351",FALSE, 0.00,0.00,30,21.84,3.29, 51,ec, 0, 0,0,FALSE,FALSE
"352",FALSE,25.77,2.65,30, 7.57,3.29, 51,ecc, 0,30,1,TRUE,FALSE
"353",FALSE, 0.00,0.00,30, 8.75,4.66, 51,er,30, 0,0,FALSE,TRUE
"354",FALSE,25.77,2.65,30, 4.92,4.66, 51,erc,30,30,1,TRUE,TRUE
"355",FALSE, 0.00,0.00,30,23.96,2.22, 51,gc, 0, 0,0,FALSE,FALSE
"356",TRUE,25.77,2.65,30, 8.77,2.22, 51,gcc, 0,30,1,TRUE,FALSE
"357",FALSE,25.77,2.65,30, 9.81,1.56, 51,hpc, 0,30,1,TRUE,FALSE
"358",FALSE, 0.00,0.00,70,28.69,3.15, 52,ec, 0, 0,0,FALSE,FALSE
"359",FALSE,24.11,2.53,70, 9.18,3.15, 52,ecc, 0,70,1,TRUE,FALSE
"360",FALSE, 0.00,0.00,70, 8.20,4.30, 52,er,70, 0,0,FALSE,TRUE
"361",FALSE,24.11,2.53,70, 7.99,4.30, 52,erc,70,70,1,TRUE,TRUE
"362",FALSE, 0.00,0.00,70,24.25,2.22, 52,gc, 0, 0,0,FALSE,FALSE
"363",TRUE,24.11,2.53,70, 8.89,2.22, 52,gcc, 0,70,1,TRUE,FALSE
"364",FALSE,24.11,2.53,70,12.24,1.66, 52,hpc, 0,70,1,TRUE,FALSE
"365",FALSE, 0.00,0.00,70,28.72,4.10, 53,ec, 0, 0,0,FALSE,FALSE
"366",FALSE,26.39,2.72,70, 9.19,4.10, 53,ecc, 0,70,1,TRUE,FALSE
"367",FALSE, 0.00,0.00,70, 8.19,4.68, 53,er,70, 0,0,FALSE,TRUE
"368",FALSE,26.39,2.72,70, 8.41,4.68, 53,erc,70,70,1,TRUE,TRUE
"369",FALSE, 0.00,0.00,70,27.67,2.80, 53,gc, 0, 0,0,FALSE,FALSE
"370",FALSE,26.39,2.72,70, 9.26,2.80, 53,gcc, 0,70,1,TRUE,FALSE
"371",TRUE,26.39,2.72,70,11.16,1.54, 53,hpc, 0,70,1,TRUE,FALSE
"372",FALSE, 0.00,0.00,50,28.43,5.03, 54,ec, 0, 0,0,FALSE,FALSE
"373",FALSE,22.44,2.58,50, 9.95,5.03, 54,ecc, 0,50,1,TRUE,FALSE
"374",FALSE, 0.00,0.00,50, 8.33,4.92, 54,er,50, 0,0,FALSE,TRUE
"375",FALSE,22.44,2.58,50, 8.43,4.92, 54,erc,50,50,1,TRUE,TRUE
"376",FALSE, 0.00,0.00,50,29.49,2.24, 54,gc, 0, 0,0,FALSE,FALSE
"377",TRUE,22.44,2.58,50, 7.65,2.24, 54,gcc, 0,50,1,TRUE,FALSE
"378",FALSE,22.44,2.58,50,12.25,1.55, 54,hpc, 0,50,1,TRUE,FALSE
"379",FALSE, 0.00,0.00,30,19.96,4.56, 55,ec, 0, 0,0,FALSE,FALSE
"380",FALSE,22.33,2.59,30,10.13,4.56, 55,ecc, 0,30,1,TRUE,FALSE
"381",FALSE, 0.00,0.00,30, 6.98,3.36, 55,er,30, 0,0,FALSE,TRUE
"382",FALSE,22.33,2.59,30, 8.21,3.36, 55,erc,30,30,1,TRUE,TRUE
"383",FALSE, 0.00,0.00,30,25.79,2.06, 55,gc, 0, 0,0,FALSE,FALSE
"384",TRUE,22.33,2.59,30, 8.28,2.06, 55,gcc, 0,30,1,TRUE,FALSE
"385",FALSE,22.33,2.59,30, 9.02,1.69, 55,hpc, 0,30,1,TRUE,FALSE
"386",FALSE, 0.00,0.00,70,28.72,4.61, 56,ec, 0, 0,0,FALSE,FALSE
"387",FALSE,22.03,2.47,70, 8.49,4.61, 56,ecc, 0,70,1,TRUE,FALSE
"388",FALSE, 0.00,0.00,70, 8.38,4.13, 56,er,70, 0,0,FALSE,TRUE
"389",FALSE,22.03,2.47,70, 9.23,4.13, 56,erc,70,70,1,TRUE,TRUE
"390",FALSE, 0.00,0.00,70,34.09,1.96, 56,gc, 0, 0,0,FALSE,FALSE
"391",TRUE,22.03,2.47,70, 8.91,1.96, 56,gcc, 0,70,1,TRUE,FALSE
"392",FALSE,22.03,2.47,70,12.30,1.83, 56,hpc, 0,70,1,TRUE,FALSE
"393",FALSE, 0.00,0.00,40,23.89,3.78, 57,ec, 0, 0,0,FALSE,FALSE
"394",FALSE,25.65,2.41,40, 9.26,3.78, 57,ecc, 0,40,1,TRUE,FALSE
"395",FALSE, 0.00,0.00,40, 9.16,4.42, 57,er,40, 0,0,FALSE,TRUE
"396",FALSE,25.65,2.41,40, 7.50,4.42, 57,erc,40,40,1,TRUE,TRUE
"397",FALSE, 0.00,0.00,40,31.13,2.70, 57,gc, 0, 0,0,FALSE,FALSE
"398",TRUE,25.65,2.41,40, 5.37,2.70, 57,gcc, 0,40,1,TRUE,FALSE
"399",FALSE,25.65,2.41,40, 9.86,1.58, 57,hpc, 0,40,1,TRUE,FALSE
"400",FALSE, 0.00,0.00,70,29.61,4.11, 58,ec, 0, 0,0,FALSE,FALSE
"401",FALSE,29.95,2.53,70, 9.55,4.11, 58,ecc, 0,70,1,TRUE,FALSE
"402",FALSE, 0.00,0.00,70, 9.07,3.60, 58,er,70, 0,0,FALSE,TRUE
"403",FALSE,29.95,2.53,70, 7.93,3.60, 58,erc,70,70,1,TRUE,TRUE
"404",FALSE, 0.00,0.00,70,25.28,2.46, 58,gc, 0, 0,0,FALSE,FALSE
"405",TRUE,29.95,2.53,70, 8.65,2.46, 58,gcc, 0,70,1,TRUE,FALSE
"406",FALSE,29.95,2.53,70,10.14,1.46, 58,hpc, 0,70,1,TRUE,FALSE
"407",FALSE, 0.00,0.00,70,28.30,4.79, 59,ec, 0, 0,0,FALSE,FALSE
"408",FALSE,28.72,2.00,70, 9.30,4.79, 59,ecc, 0,70,1,TRUE,FALSE
"409",FALSE, 0.00,0.00,70, 7.14,4.35, 59,er,70, 0,0,FALSE,TRUE
"410",FALSE,28.72,2.00,70, 8.25,4.35, 59,erc,70,70,1,TRUE,TRUE
"411",FALSE, 0.00,0.00,70,22.75,2.20, 59,gc, 0, 0,0,FALSE,FALSE
"412",TRUE,28.72,2.00,70, 8.76,2.20, 59,gcc, 0,70,1,TRUE,FALSE
"413",FALSE,28.72,2.00,70,10.49,1.73, 59,hpc, 0,70,1,TRUE,FALSE
"414",FALSE, 0.00,0.00,30,29.79,5.92, 60,ec, 0, 0,0,FALSE,FALSE
"415",FALSE,26.13,2.97,30, 8.76,5.92, 60,ecc, 0,30,1,TRUE,FALSE
"416",FALSE, 0.00,0.00,30, 8.43,4.82, 60,er,30, 0,0,FALSE,TRUE
"417",FALSE,26.13,2.97,30, 7.89,4.82, 60,erc,30,30,1,TRUE,TRUE
"418",FALSE, 0.00,0.00,30,31.86,2.84, 60,gc, 0, 0,0,FALSE,FALSE
"419",TRUE,26.13,2.97,30, 7.53,2.84, 60,gcc, 0,30,1,TRUE,FALSE
"420",FALSE,26.13,2.97,30, 9.32,1.55, 60,hpc, 0,30,1,TRUE,FALSE
"421",FALSE, 0.00,0.00,40,20.83,3.81, 61,ec, 0, 0,0,FALSE,FALSE
"422",FALSE,26.64,2.33,40, 9.47,3.81, 61,ecc, 0,40,1,TRUE,FALSE
"423",FALSE, 0.00,0.00,40, 5.66,3.64, 61,er,40, 0,0,FALSE,TRUE
"424",FALSE,26.64,2.33,40, 5.46,3.64, 61,erc,40,40,1,TRUE,TRUE
"425",FALSE, 0.00,0.00,40,16.77,1.53, 61,gc, 0, 0,0,FALSE,FALSE
"426",TRUE,26.64,2.33,40, 5.28,1.53, 61,gcc, 0,40,1,TRUE,FALSE
"427",FALSE,26.64,2.33,40, 9.30,1.05, 61,hpc, 0,40,1,TRUE,FALSE
"428",FALSE, 0.00,0.00,60,28.07,3.21, 62,ec, 0, 0,0,FALSE,FALSE
"429",FALSE,19.10,3.10,60,10.06,3.21, 62,ecc, 0,60,1,TRUE,FALSE
"430",FALSE, 0.00,0.00,60, 8.01,4.64, 62,er,60, 0,0,FALSE,TRUE
"431",FALSE,19.10,3.10,60, 6.09,4.64, 62,erc,60,60,1,TRUE,TRUE
"432",FALSE, 0.00,0.00,60,24.07,1.97, 62,gc, 0, 0,0,FALSE,FALSE
"433",TRUE,19.10,3.10,60, 7.98,1.97, 62,gcc, 0,60,1,TRUE,FALSE
"434",FALSE,19.10,3.10,60,11.28,1.41, 62,hpc, 0,60,1,TRUE,FALSE
"435",FALSE, 0.00,0.00,60,22.11,4.65, 63,ec, 0, 0,0,FALSE,FALSE
"436",FALSE,27.19,2.60,60, 9.02,4.65, 63,ecc, 0,60,1,TRUE,FALSE
"437",FALSE, 0.00,0.00,60, 6.96,4.39, 63,er,60, 0,0,FALSE,TRUE
"438",FALSE,27.19,2.60,60, 7.75,4.39, 63,erc,60,60,1,TRUE,TRUE
"439",FALSE, 0.00,0.00,60,18.49,2.38, 63,gc, 0, 0,0,FALSE,FALSE
"440",TRUE,27.19,2.60,60, 6.12,2.38, 63,gcc, 0,60,1,TRUE,FALSE
"441",FALSE,27.19,2.60,60, 9.83,1.44, 63,hpc, 0,60,1,TRUE,FALSE
"442",FALSE, 0.00,0.00,30,27.91,4.50, 64,ec, 0, 0,0,FALSE,FALSE
"443",FALSE,28.94,2.17,30, 9.15,4.50, 64,ecc, 0,30,1,TRUE,FALSE
"444",FALSE, 0.00,0.00,30, 7.68,3.79, 64,er,30, 0,0,FALSE,TRUE
"445",FALSE,28.94,2.17,30, 7.45,3.79, 64,erc,30,30,1,TRUE,TRUE
"446",TRUE, 0.00,0.00,30,23.05,2.61, 64,gc, 0, 0,0,FALSE,FALSE
"447",FALSE,28.94,2.17,30, 7.65,2.61, 64,gcc, 0,30,1,TRUE,FALSE
"448",FALSE,28.94,2.17,30, 9.80,1.49, 64,hpc, 0,30,1,TRUE,FALSE
"449",FALSE, 0.00,0.00,30,29.03,3.39, 65,ec, 0, 0,0,FALSE,FALSE
"450",FALSE,22.18,2.89,30,10.13,3.39, 65,ecc, 0,30,1,TRUE,FALSE
"451",FALSE, 0.00,0.00,30, 8.13,3.56, 65,er,30, 0,0,FALSE,TRUE
"452",FALSE,22.18,2.89,30, 8.08,3.56, 65,erc,30,30,1,TRUE,TRUE
"453",FALSE, 0.00,0.00,30,29.71,2.24, 65,gc, 0, 0,0,FALSE,FALSE
"454",FALSE,22.18,2.89,30, 7.93,2.24, 65,gcc, 0,30,1,TRUE,FALSE
"455",TRUE,22.18,2.89,30, 9.96,1.26, 65,hpc, 0,30,1,TRUE,FALSE
"456",FALSE, 0.00,0.00,60,22.79,4.10, 66,ec, 0, 0,0,FALSE,FALSE
"457",FALSE,22.41,2.34,60, 8.22,4.10, 66,ecc, 0,60,1,TRUE,FALSE
"458",FALSE, 0.00,0.00,60, 6.94,4.66, 66,er,60, 0,0,FALSE,TRUE
"459",FALSE,22.41,2.34,60, 8.11,4.66, 66,erc,60,60,1,TRUE,TRUE
"460",FALSE, 0.00,0.00,60,25.97,2.08, 66,gc, 0, 0,0,FALSE,FALSE
"461",TRUE,22.41,2.34,60, 9.27,2.08, 66,gcc, 0,60,1,TRUE,FALSE
"462",FALSE,22.41,2.34,60, 9.82,1.51, 66,hpc, 0,60,1,TRUE,FALSE
"463",FALSE, 0.00,0.00,20,30.72,3.53, 67,ec, 0, 0,0,FALSE,FALSE
"464",FALSE,22.78,2.42,20, 9.72,3.53, 67,ecc, 0,20,1,TRUE,FALSE
"465",TRUE, 0.00,0.00,20, 8.52,3.35, 67,er,20, 0,0,FALSE,TRUE
"466",FALSE,22.78,2.42,20,10.37,3.35, 67,erc,20,20,1,TRUE,TRUE
"467",FALSE, 0.00,0.00,20,25.39,1.86, 67,gc, 0, 0,0,FALSE,FALSE
"468",FALSE,22.78,2.42,20, 8.13,1.86, 67,gcc, 0,20,1,TRUE,FALSE
"469",FALSE,22.78,2.42,20, 9.81,1.19, 67,hpc, 0,20,1,TRUE,FALSE
"470",FALSE, 0.00,0.00,40,33.10,4.57, 68,ec, 0, 0,0,FALSE,FALSE
"471",FALSE,27.65,2.25,40,12.06,4.57, 68,ecc, 0,40,1,TRUE,FALSE
"472",FALSE, 0.00,0.00,40,10.53,4.91, 68,er,40, 0,0,FALSE,TRUE
"473",FALSE,27.65,2.25,40,10.31,4.91, 68,erc,40,40,1,TRUE,TRUE
"474",FALSE, 0.00,0.00,40,28.95,2.36, 68,gc, 0, 0,0,FALSE,FALSE
"475",TRUE,27.65,2.25,40, 9.43,2.36, 68,gcc, 0,40,1,TRUE,FALSE
"476",FALSE,27.65,2.25,40,13.25,1.50, 68,hpc, 0,40,1,TRUE,FALSE
"477",FALSE, 0.00,0.00,60,28.20,3.98, 69,ec, 0, 0,0,FALSE,FALSE
"478",FALSE,25.65,2.90,60, 7.89,3.98, 69,ecc, 0,60,1,TRUE,FALSE
"479",FALSE, 0.00,0.00,60, 8.30,3.64, 69,er,60, 0,0,FALSE,TRUE
"480",FALSE,25.65,2.90,60, 7.33,3.64, 69,erc,60,60,1,TRUE,TRUE
"481",FALSE, 0.00,0.00,60,31.84,1.82, 69,gc, 0, 0,0,FALSE,FALSE
"482",TRUE,25.65,2.90,60, 6.68,1.82, 69,gcc, 0,60,1,TRUE,FALSE
"483",FALSE,25.65,2.90,60, 9.40,1.76, 69,hpc, 0,60,1,TRUE,FALSE
"484",FALSE, 0.00,0.00,70,20.65,3.27, 70,ec, 0, 0,0,FALSE,FALSE
"485",FALSE,26.01,2.20,70, 8.47,3.27, 70,ecc, 0,70,1,TRUE,FALSE
"486",FALSE, 0.00,0.00,70, 6.98,3.73, 70,er,70, 0,0,FALSE,TRUE
"487",FALSE,26.01,2.20,70, 7.48,3.73, 70,erc,70,70,1,TRUE,TRUE
"488",FALSE, 0.00,0.00,70,26.21,1.95, 70,gc, 0, 0,0,FALSE,FALSE
"489",TRUE,26.01,2.20,70, 6.60,1.95, 70,gcc, 0,70,1,TRUE,FALSE
"490",FALSE,26.01,2.20,70,11.20,1.32, 70,hpc, 0,70,1,TRUE,FALSE
"491",FALSE, 0.00,0.00,50,32.74,4.03, 71,ec, 0, 0,0,FALSE,FALSE
"492",FALSE,18.32,2.53,50, 9.39,4.03, 71,ecc, 0,50,1,TRUE,FALSE
"493",FALSE, 0.00,0.00,50, 8.08,3.98, 71,er,50, 0,0,FALSE,TRUE
"494",FALSE,18.32,2.53,50, 9.68,3.98, 71,erc,50,50,1,TRUE,TRUE
"495",FALSE, 0.00,0.00,50,25.30,2.78, 71,gc, 0, 0,0,FALSE,FALSE
"496",TRUE,18.32,2.53,50, 9.89,2.78, 71,gcc, 0,50,1,TRUE,FALSE
"497",FALSE,18.32,2.53,50,11.98,1.66, 71,hpc, 0,50,1,TRUE,FALSE
"498",FALSE, 0.00,0.00,40,27.51,4.33, 72,ec, 0, 0,0,FALSE,FALSE
"499",FALSE,23.74,2.21,40, 7.45,4.33, 72,ecc, 0,40,1,TRUE,FALSE
"500",FALSE, 0.00,0.00,40, 7.33,4.74, 72,er,40, 0,0,FALSE,TRUE
"501",FALSE,23.74,2.21,40, 8.15,4.74, 72,erc,40,40,1,TRUE,TRUE
"502",FALSE, 0.00,0.00,40,19.99,2.23, 72,gc, 0, 0,0,FALSE,FALSE
"503",TRUE,23.74,2.21,40, 5.09,2.23, 72,gcc, 0,40,1,TRUE,FALSE
"504",FALSE,23.74,2.21,40, 9.04,1.54, 72,hpc, 0,40,1,TRUE,FALSE
"505",FALSE, 0.00,0.00,30,20.63,3.76, 73,ec, 0, 0,0,FALSE,FALSE
"506",FALSE,23.00,2.09,30, 8.24,3.76, 73,ecc, 0,30,1,TRUE,FALSE
"507",FALSE, 0.00,0.00,30, 7.63,4.84, 73,er,30, 0,0,FALSE,TRUE
"508",FALSE,23.00,2.09,30, 7.36,4.84, 73,erc,30,30,1,TRUE,TRUE
"509",FALSE, 0.00,0.00,30,21.70,2.50, 73,gc, 0, 0,0,FALSE,FALSE
"510",TRUE,23.00,2.09,30, 5.75,2.50, 73,gcc, 0,30,1,TRUE,FALSE
"511",FALSE,23.00,2.09,30, 9.83,1.79, 73,hpc, 0,30,1,TRUE,FALSE
"512",FALSE, 0.00,0.00,60,18.68,3.83, 74,ec, 0, 0,0,FALSE,FALSE
"513",FALSE,24.82,2.40,60, 6.35,3.83, 74,ecc, 0,60,1,TRUE,FALSE
"514",FALSE, 0.00,0.00,60, 6.60,3.45, 74,er,60, 0,0,FALSE,TRUE
"515",FALSE,24.82,2.40,60, 7.60,3.45, 74,erc,60,60,1,TRUE,TRUE
"516",FALSE, 0.00,0.00,60,23.53,1.71, 74,gc, 0, 0,0,FALSE,FALSE
"517",TRUE,24.82,2.40,60, 4.75,1.71, 74,gcc, 0,60,1,TRUE,FALSE
"518",FALSE,24.82,2.40,60, 7.79,1.19, 74,hpc, 0,60,1,TRUE,FALSE
"519",FALSE, 0.00,0.00,20,31.67,4.96, 75,ec, 0, 0,0,FALSE,FALSE
"520",FALSE,24.05,2.31,20,10.79,4.96, 75,ecc, 0,20,1,TRUE,FALSE
"521",TRUE, 0.00,0.00,20, 8.60,3.84, 75,er,20, 0,0,FALSE,TRUE
"522",FALSE,24.05,2.31,20,10.72,3.84, 75,erc,20,20,1,TRUE,TRUE
"523",FALSE, 0.00,0.00,20,30.07,2.05, 75,gc, 0, 0,0,FALSE,FALSE
"524",FALSE,24.05,2.31,20, 8.91,2.05, 75,gcc, 0,20,1,TRUE,FALSE
"525",FALSE,24.05,2.31,20,14.92,1.41, 75,hpc, 0,20,1,TRUE,FALSE
"526",FALSE, 0.00,0.00,20,20.63,4.24, 76,ec, 0, 0,0,FALSE,FALSE
"527",FALSE,24.62,2.26,20, 8.52,4.24, 76,ecc, 0,20,1,TRUE,FALSE
"528",FALSE, 0.00,0.00,20, 8.30,3.96, 76,er,20, 0,0,FALSE,TRUE
"529",FALSE,24.62,2.26,20, 6.31,3.96, 76,erc,20,20,1,TRUE,TRUE
"530",TRUE, 0.00,0.00,20,23.29,1.74, 76,gc, 0, 0,0,FALSE,FALSE
"531",FALSE,24.62,2.26,20, 7.07,1.74, 76,gcc, 0,20,1,TRUE,FALSE
"532",FALSE,24.62,2.26,20, 8.86,1.42, 76,hpc, 0,20,1,TRUE,FALSE
"533",FALSE, 0.00,0.00,50,33.27,5.22, 77,ec, 0, 0,0,FALSE,FALSE
"534",FALSE,30.37,2.41,50, 9.01,5.22, 77,ecc, 0,50,1,TRUE,FALSE
"535",FALSE, 0.00,0.00,50, 9.41,4.37, 77,er,50, 0,0,FALSE,TRUE
"536",FALSE,30.37,2.41,50, 8.29,4.37, 77,erc,50,50,1,TRUE,TRUE
"537",FALSE, 0.00,0.00,50,31.52,2.42, 77,gc, 0, 0,0,FALSE,FALSE
"538",TRUE,30.37,2.41,50, 9.60,2.42, 77,gcc, 0,50,1,TRUE,FALSE
"539",FALSE,30.37,2.41,50,10.78,1.24, 77,hpc, 0,50,1,TRUE,FALSE
"540",FALSE, 0.00,0.00,40,24.30,3.24, 78,ec, 0, 0,0,FALSE,FALSE
"541",FALSE,25.15,2.88,40, 8.79,3.24, 78,ecc, 0,40,1,TRUE,FALSE
"542",FALSE, 0.00,0.00,40, 8.02,3.09, 78,er,40, 0,0,FALSE,TRUE
"543",FALSE,25.15,2.88,40, 8.19,3.09, 78,erc,40,40,1,TRUE,TRUE
"544",FALSE, 0.00,0.00,40,27.22,1.63, 78,gc, 0, 0,0,FALSE,FALSE
"545",TRUE,25.15,2.88,40, 5.16,1.63, 78,gcc, 0,40,1,TRUE,FALSE
"546",FALSE,25.15,2.88,40, 7.59,1.61, 78,hpc, 0,40,1,TRUE,FALSE
"547",FALSE, 0.00,0.00,70,26.16,3.96, 79,ec, 0, 0,0,FALSE,FALSE
"548",FALSE,22.82,2.35,70, 7.91,3.96, 79,ecc, 0,70,1,TRUE,FALSE
"549",FALSE, 0.00,0.00,70, 6.46,3.98, 79,er,70, 0,0,FALSE,TRUE
"550",FALSE,22.82,2.35,70, 6.52,3.98, 79,erc,70,70,1,TRUE,TRUE
"551",FALSE, 0.00,0.00,70,29.13,2.20, 79,gc, 0, 0,0,FALSE,FALSE
