ID,choice,tt1,tc1,hw1,ch1,tt2,tc2,hw2,ch2,hh_inc_abs,car_availability,commute,shopping,business,leisure
13922,2,23,9,60,0,16,10,15,0,50000,1,0,0,0,1
13922,2,25,8,15,2,31,7,15,1,50000,1,0,0,0,1
13922,2,21,9,60,2,28,7,30,0,50000,1,0,0,0,1
13922,1,23,7,15,1,17,9,30,1,50000,1,0,0,0,1
13922,2,20,9,15,1,25,8,30,0,50000,1,0,0,0,1
13922,2,28,7,30,2,22,9,30,0,50000,1,0,0,0,1
13922,2,25,7,60,1,19,8,15,1,50000,1,0,0,0,1
13972,2,71,33,30,1,101,28,15,0,70000,1,0,0,0,1
13972,2,65,35,60,2,92,32,30,1,70000,1,0,0,0,1
13972,2,114,24,15,2,80,32,15,0,70000,1,0,0,0,1
13972,1,59,37,30,0,79,30,30,1,70000,1,0,0,0,1
13972,2,71,43,30,1,84,32,15,0,70000,1,0,0,0,1
13972,2,79,28,15,2,67,32,15,2,70000,1,0,0,0,1
13972,1,71,27,30,1,79,24,30,2,70000,1,0,0,0,1
13972,2,79,28,60,1,71,38,15,0,70000,1,0,0,0,1
13972,1,84,30,15,1,75,40,15,2,70000,1,0,0,0,1
14010,2,90,25,30,1,76,28,30,0,10000,0,1,0,0,0
14010,1,47,29,60,0,62,25,15,2,10000,0,1,0,0,0
14010,1,62,25,30,0,53,30,15,2,10000,0,1,0,0,0
14010,1,67,34,60,1,79,30,60,2,10000,0,1,0,0,0
14010,2,66,32,60,0,52,37,30,0,10000,0,1,0,0,0
14010,2,56,27,60,1,66,24,15,1,10000,0,1,0,0,0
14010,2,46,29,60,0,66,24,15,0,10000,0,1,0,0,0
14010,2,66,28,30,1,46,31,60,0,10000,0,1,0,0,0
14010,2,63,29,30,2,90,25,60,0,10000,0,1,0,0,0
14023,2,38,5,60,2,29,6,15,1,50000,0,1,0,0,0
14023,2,36,6,60,1,29,8,60,1,50000,0,1,0,0,0
14023,1,36,5,60,0,27,6,30,2,50000,0,1,0,0,0
14023,1,38,6,30,0,29,8,15,1,50000,0,1,0,0,0
14023,2,38,6,30,2,27,7,15,1,50000,0,1,0,0,0
14023,1,29,9,30,2,42,7,15,2,50000,0,1,0,0,0
14023,1,32,7,60,0,42,6,15,2,50000,0,1,0,0,0
14023,2,52,7,30,0,39,8,15,1,50000,0,1,0,0,0
14023,2,36,5,15,1,25,6,30,1,50000,0,1,0,0,0
14041,2,24,2,15,2,32,1,15,1,90000,1,0,1,0,0
14041,2,18,2,60,2,25,1,60,0,90000,1,0,1,0,0
14041,2,27,1,60,0,19,2,15,0,90000,1,0,1,0,0
14041,2,36,1,15,1,29,2,15,2,90000,1,0,1,0,0
14041,1,32,1,30,0,24,2,60,2,90000,1,0,1,0,0
14041,2,20,2,30,1,27,1,15,1,90000,1,0,1,0,0
14041,1,24,2,15,1,29,1,30,0,90000,1,0,1,0,0
14041,2,32,1,30,2,26,2,30,0,90000,1,0,1,0,0
14041,2,29,1,60,1,22,2,15,1,90000,1,0,1,0,0
14074,1,258,92,15,2,344,80,15,1,10000,0,0,0,0,1
14074,1,269,63,60,0,188,82,60,2,10000,0,0,0,0,1
14074,1,199,88,15,0,284,77,60,0,10000,0,0,0,0,1
14074,1,389,60,15,1,311,66,15,2,10000,0,0,0,0,1
14074,1,344,60,30,0,258,81,60,2,10000,0,0,0,0,1
14074,2,284,63,15,1,213,82,30,1,10000,0,0,0,0,1
14074,1,251,81,15,1,314,70,30,0,10000,0,0,0,0,1
14074,1,275,78,30,0,344,60,30,2,10000,0,0,0,0,1
14074,2,314,60,60,1,235,72,15,1,10000,0,0,0,0,1
14100,1,82,14,15,0,57,17,30,1,112500,0,0,0,0,1
14100,1,52,18,60,2,75,16,30,1,112500,0,0,0,0,1
14100,1,65,16,15,0,92,12,15,2,112500,0,0,0,0,1
14100,1,48,18,30,0,64,15,30,1,112500,0,0,0,0,1
14100,2,57,22,30,1,67,16,15,0,112500,0,0,0,0,1
14100,1,64,14,15,2,54,16,15,2,112500,0,0,0,0,1
14100,2,64,12,30,2,58,14,30,1,112500,0,0,0,0,1
14100,2,58,19,15,0,64,14,60,1,112500,0,0,0,0,1
14100,2,61,20,15,2,67,15,15,1,112500,0,0,0,0,1
14167,1,22,9,15,0,15,11,30,1,90000,1,0,0,1,0
14167,2,14,11,60,2,20,10,30,1,90000,1,0,0,1,0
14167,2,25,8,15,2,17,10,15,0,90000,1,0,0,1,0
14167,2,17,10,30,1,13,12,30,0,90000,1,0,0,1,0
14167,2,15,14,30,1,18,10,15,0,90000,1,0,0,1,0
14167,1,17,9,15,2,15,10,15,2,90000,1,0,0,1,0
14167,2,17,8,30,2,15,9,30,1,90000,1,0,0,1,0
14167,2,17,9,60,1,15,12,15,0,90000,1,0,0,1,0
14167,1,18,10,15,1,16,13,15,2,90000,1,0,0,1,0
14208,2,9,1,60,1,6,2,15,1,30000,0,0,1,0,0
14208,1,10,2,15,0,8,3,60,1,30000,0,0,1,0,0
14208,1,8,1,30,0,7,2,60,2,30000,0,0,1,0,0
14208,2,8,1,60,0,7,2,15,0,30000,0,0,1,0,0
14208,1,9,1,15,0,8,2,15,0,30000,0,0,1,0,0
14208,2,7,2,30,1,8,1,15,0,30000,0,0,1,0,0
14208,1,8,1,15,2,6,2,15,2,30000,0,0,1,0,0
14208,1,6,3,30,2,8,2,60,2,30000,0,0,1,0,0
14208,1,5,3,15,1,7,2,30,2,30000,0,0,1,0,0
14264,1,28,13,15,1,37,12,60,2,10000,0,0,0,0,1
14264,2,28,17,60,1,35,12,60,1,10000,0,0,0,0,1
14264,2,26,13,30,2,35,12,60,0,10000,0,0,0,0,1
14264,2,28,17,15,1,37,12,30,0,10000,0,0,0,0,1
14264,1,26,14,15,1,37,12,30,2,10000,0,0,0,0,1
14264,2,29,20,30,2,41,15,15,2,10000,0,0,0,0,1
14264,2,41,12,15,2,31,14,60,0,10000,0,0,0,0,1
14264,1,51,15,30,0,38,17,15,1,10000,0,0,0,0,1
14264,1,25,13,30,1,35,12,15,1,10000,0,0,0,0,1
14353,1,23,9,30,1,20,10,30,0,50000,0,0,1,0,0
14353,1,16,9,15,2,12,10,60,0,50000,0,0,1,0,0
14353,2,14,10,15,2,16,9,30,0,50000,0,0,1,0,0
14353,1,21,10,60,2,18,11,60,1,50000,0,0,1,0,0
14353,2,14,12,30,0,17,11,60,0,50000,0,0,1,0,0
14353,2,15,9,60,1,17,8,15,1,50000,0,0,1,0,0
14353,2,12,10,60,0,17,8,15,0,50000,0,0,1,0,0
14353,2,12,10,60,0,17,9,30,1,50000,0,0,1,0,0
14353,2,16,10,30,2,23,9,60,0,50000,0,0,1,0,0
14369,1,63,24,15,1,85,22,60,2,90000,0,0,0,0,1
14369,1,80,23,60,1,64,31,60,1,90000,0,0,0,0,1
14369,2,80,22,60,0,60,24,30,2,90000,0,0,0,0,1
14369,2,63,31,15,1,85,23,30,0,90000,0,0,0,0,1
14369,2,85,23,30,2,59,25,15,1,90000,0,0,0,0,1
14369,1,93,28,15,2,65,37,30,2,90000,0,0,0,0,1
14369,1,70,26,60,0,93,23,15,2,90000,0,0,0,0,1
14369,2,116,28,30,0,87,32,15,1,90000,0,0,0,0,1
14369,2,80,22,15,1,56,25,30,1,90000,0,0,0,0,1
14419,1,5,2,15,1,7,1,60,1,10000,0,0,0,0,1
14419,2,6,2,60,1,8,1,15,0,10000,0,0,0,0,1
14419,1,6,1,30,0,5,2,60,2,10000,0,0,0,0,1
14419,2,6,1,60,0,5,2,15,0,10000,0,0,0,0,1
14419,2,6,2,15,0,7,1,15,0,10000,0,0,0,0,1
14419,1,6,1,15,0,5,2,30,1,10000,0,0,0,0,1
14419,1,6,1,15,2,5,2,15,2,10000,0,0,0,0,1
14419,1,6,1,60,2,4,2,30,2,10000,0,0,0,0,1
14419,2,5,1,30,2,4,2,15,1,10000,0,0,0,0,1
14421,1,150,29,30,0,177,26,30,1,10000,0,0,0,0,1
14421,2,92,30,60,0,122,26,15,2,10000,0,0,0,0,1
14421,1,122,26,30,0,104,32,15,2,10000,0,0,0,0,1
14421,1,133,35,60,1,156,32,60,2,10000,0,0,0,0,1
14421,1,103,38,30,0,129,33,60,0,10000,0,0,0,0,1
14421,1,129,25,15,1,110,29,60,1,10000,0,0,0,0,1
14421,2,90,30,60,0,129,25,15,0,10000,0,0,0,0,1
14421,1,129,29,30,1,90,32,60,0,10000,0,0,0,0,1
14421,1,124,30,30,2,177,26,60,0,10000,0,0,0,0,1
14458,1,6,8,15,1,8,7,60,1,50000,0,0,1,0,0
14458,2,7,10,60,1,9,7,15,0,50000,0,0,1,0,0
14458,1,7,6,30,0,6,7,60,2,50000,0,0,1,0,0
14458,1,6,8,15,0,7,6,60,0,50000,0,0,1,0,0
14458,2,7,8,15,0,8,7,15,0,50000,0,0,1,0,0
14458,1,7,7,15,0,6,8,30,1,50000,0,0,1,0,0
14458,2,5,8,15,2,7,7,15,2,50000,0,0,1,0,0
14458,1,5,8,30,2,7,7,60,2,50000,0,0,1,0,0
14458,1,6,8,30,2,4,11,15,1,50000,0,0,1,0,0
14509,2,39,10,60,2,29,11,15,1,50000,1,0,0,0,1
14509,2,30,14,60,1,37,11,60,1,50000,1,0,0,0,1
14509,2,37,10,60,0,28,11,30,2,50000,1,0,0,0,1
14509,1,29,14,15,1,39,11,30,0,50000,1,0,0,0,1
14509,2,39,11,30,2,27,12,15,1,50000,1,0,0,0,1
14509,2,30,17,30,2,43,13,15,2,50000,1,0,0,0,1
14509,1,43,11,15,2,32,12,60,0,50000,1,0,0,0,1
14509,2,53,13,30,0,40,15,15,1,50000,1,0,0,0,1
14509,1,37,10,15,1,26,12,30,1,50000,1,0,0,0,1
14539,2,186,42,15,1,140,48,15,2,90000,1,0,0,0,1
14539,2,146,33,60,0,102,43,60,2,90000,1,0,0,0,1
14539,1,108,46,15,0,154,40,60,0,90000,1,0,0,0,1
14539,1,168,35,15,2,211,31,15,1,90000,1,0,0,0,1
14539,2,186,31,30,0,140,42,60,2,90000,1,0,0,0,1
14539,1,115,43,30,1,154,33,15,1,90000,1,0,0,0,1
14539,2,136,42,15,1,170,37,30,0,90000,1,0,0,0,1
14539,2,186,31,30,2,149,41,30,0,90000,1,0,0,0,1
14539,2,170,31,60,1,128,38,15,1,90000,1,0,0,0,1
14553,1,17,7,30,1,24,6,15,0,50000,0,0,0,0,1
14553,2,22,7,30,1,15,8,60,2,50000,0,0,0,0,1
14553,2,27,5,15,2,19,7,15,0,50000,0,0,0,0,1
14553,1,14,8,30,0,19,6,30,1,50000,0,0,0,0,1
14553,2,17,9,30,1,20,7,15,0,50000,0,0,0,0,1
14553,2,19,6,15,2,16,7,15,2,50000,0,0,0,0,1
14553,1,17,6,30,1,19,5,30,2,50000,0,0,0,0,1
14553,1,17,8,15,0,19,6,60,1,50000,0,0,0,0,1
14553,2,18,8,15,2,20,6,15,1,50000,0,0,0,0,1
14572,1,58,13,15,1,83,12,60,1,90000,1,1,0,0,0
14572,1,94,13,15,0,70,17,60,1,90000,1,1,0,0,0
14572,2,62,13,60,2,68,11,30,0,90000,1,1,0,0,0
14572,1,64,14,15,0,76,11,60,0,90000,1,1,0,0,0
14572,2,83,12,15,0,75,13,15,0,90000,1,1,0,0,0
14572,1,68,13,30,1,76,12,15,0,90000,1,1,0,0,0
14572,2,55,14,15,2,68,12,15,2,90000,1,1,0,0,0
14572,1,51,14,30,2,68,13,60,2,90000,1,1,0,0,0
14572,2,45,19,15,1,65,15,30,2,90000,1,1,0,0,0
14576,2,21,10,30,1,18,11,30,0,90000,0,0,0,0,1
14576,2,14,10,15,2,11,12,60,0,90000,0,0,0,0,1
14576,1,14,10,30,0,12,13,15,2,90000,0,0,0,0,1
14576,1,16,14,60,1,18,13,60,2,90000,0,0,0,0,1
14576,1,12,15,30,0,15,13,60,0,90000,0,0,0,0,1
14576,1,15,10,15,1,13,11,60,1,90000,0,0,0,0,1
14576,2,11,12,60,0,15,10,15,0,90000,0,0,0,0,1
14576,1,15,12,30,1,11,13,60,0,90000,0,0,0,0,1
14576,2,15,12,30,2,21,10,60,0,90000,0,0,0,0,1
14619,1,3,1,15,0,2,2,30,1,90000,0,1,0,0,0
14619,2,2,2,60,2,3,1,30,1,90000,0,1,0,0,0
14619,2,4,1,15,2,3,2,15,0,90000,0,1,0,0,0
14619,1,3,1,30,1,2,2,30,0,90000,0,1,0,0,0
14619,2,2,2,30,1,3,1,15,0,90000,0,1,0,0,0
14619,1,3,1,15,2,2,2,15,2,90000,0,1,0,0,0
14619,2,3,1,30,2,2,2,30,1,90000,0,1,0,0,0
14619,2,3,1,60,1,2,2,15,0,90000,0,1,0,0,0
14619,1,3,1,15,1,2,2,15,2,90000,0,1,0,0,0
14642,1,92,55,30,0,108,50,30,1,90000,1,0,0,1,0
14642,2,75,50,15,2,56,57,60,0,90000,1,0,0,1,0
14642,1,75,50,30,0,63,60,15,2,90000,1,0,0,1,0
14642,1,81,67,60,1,95,60,60,2,90000,1,0,0,1,0
14642,1,63,73,30,0,79,63,60,0,90000,1,0,0,1,0
14642,2,67,54,60,1,79,47,15,1,90000,1,0,0,1,0
14642,2,79,47,15,0,55,57,60,0,90000,1,0,0,1,0
14642,2,79,55,30,1,55,61,60,0,90000,1,0,0,1,0
14642,1,76,57,30,2,108,50,60,0,90000,1,0,0,1,0
14700,1,109,24,30,0,129,22,30,1,10000,0,0,0,0,1
14700,2,89,22,15,2,67,25,60,0,10000,0,0,0,0,1
14700,1,89,22,30,0,76,26,15,2,10000,0,0,0,0,1
14700,2,114,26,60,2,97,29,60,1,10000,0,0,0,0,1
14700,1,75,31,30,0,94,27,60,0,10000,0,0,0,0,1
14700,1,94,20,15,1,80,23,60,1,10000,0,0,0,0,1
14700,2,94,20,15,0,66,25,60,0,10000,0,0,0,0,1
14700,1,66,26,60,0,94,24,30,1,10000,0,0,0,0,1
14700,2,129,22,60,0,90,25,30,2,10000,0,0,0,0,1
14723,2,14,3,60,2,11,4,15,1,30000,0,0,0,0,1
14723,2,11,4,60,1,14,3,60,1,30000,0,0,0,0,1
14723,2,10,4,30,2,14,3,60,0,30000,0,0,0,0,1
14723,1,14,3,30,0,11,4,15,1,30000,0,0,0,0,1
14723,1,10,4,15,1,14,3,30,2,30000,0,0,0,0,1
14723,1,16,3,15,2,11,5,30,2,30000,0,0,0,0,1
14723,1,12,4,60,0,16,3,15,2,30000,0,0,0,0,1
14723,2,15,4,15,1,20,3,30,0,30000,0,0,0,0,1
14723,1,14,3,15,1,9,4,30,1,30000,0,0,0,0,1
14727,2,111,88,30,1,159,74,15,0,50000,1,0,0,0,1
14727,2,101,93,60,2,145,84,30,1,50000,1,0,0,0,1
14727,2,126,85,15,0,179,63,15,2,50000,1,0,0,0,1
14727,1,124,81,30,1,93,97,30,0,50000,1,0,0,0,1
14727,1,131,84,15,0,111,114,30,1,50000,1,0,0,0,1
14727,1,124,74,15,2,106,85,15,2,50000,1,0,0,0,1
14727,1,124,63,30,2,112,73,30,1,50000,1,0,0,0,1
14727,2,112,99,15,0,124,74,60,1,50000,1,0,0,0,1
14727,1,131,81,15,1,118,105,15,2,50000,1,0,0,0,1
14728,1,12,1,30,1,10,2,30,0,90000,0,1,0,0,0
14728,2,6,2,60,0,8,1,15,2,90000,0,1,0,0,0
14728,1,7,2,15,2,8,1,30,0,90000,0,1,0,0,0
14728,1,10,1,60,2,9,2,60,1,90000,0,1,0,0,0
14728,2,9,1,60,0,7,2,30,0,90000,0,1,0,0,0
14728,1,9,1,15,1,7,2,60,1,90000,0,1,0,0,0
14728,1,9,1,15,0,6,2,60,0,90000,0,1,0,0,0
14728,1,9,1,30,1,6,2,60,0,90000,0,1,0,0,0
14728,1,8,2,30,2,12,1,60,0,90000,0,1,0,0,0
14735,2,28,3,60,1,19,4,15,1,90000,0,1,0,0,0
14735,1,31,4,15,0,23,5,60,1,90000,0,1,0,0,0
14735,1,23,3,30,0,21,4,60,2,90000,0,1,0,0,0
14735,2,25,3,60,0,21,4,15,0,90000,0,1,0,0,0
14735,1,28,3,15,0,25,4,15,0,90000,0,1,0,0,0
14735,1,25,3,15,0,23,4,30,1,90000,0,1,0,0,0
14735,2,18,4,15,2,23,3,15,2,90000,0,1,0,0,0
14735,1,17,5,30,2,23,4,60,2,90000,0,1,0,0,0
14735,1,15,6,15,1,22,4,30,2,90000,0,1,0,0,0
14742,1,66,14,15,1,94,12,60,1,10000,0,1,0,0,0
14742,1,107,14,15,0,80,18,60,1,10000,0,1,0,0,0
14742,2,70,13,60,2,78,12,30,0,10000,0,1,0,0,0
14742,2,73,15,15,0,86,12,60,0,10000,0,1,0,0,0
14742,1,85,13,15,0,94,12,15,0,10000,0,1,0,0,0
14742,1,86,12,15,0,77,13,30,1,10000,0,1,0,0,0
14742,2,62,15,15,2,78,12,15,2,10000,0,1,0,0,0
14742,2,78,14,60,2,58,15,30,2,10000,0,1,0,0,0
14742,2,52,20,15,1,74,15,30,2,10000,0,1,0,0,0
14751,1,20,2,60,1,14,3,15,1,167500,0,0,0,0,1
14751,2,17,3,60,1,22,2,15,0,167500,0,0,0,0,1
14751,2,15,3,60,2,16,2,30,0,167500,0,0,0,0,1
14751,1,18,2,60,0,15,3,15,0,167500,0,0,0,0,1
14751,2,18,3,15,0,20,2,15,0,167500,0,0,0,0,1
14751,2,16,3,30,1,18,2,15,0,167500,0,0,0,0,1
14751,1,16,2,15,2,13,3,15,2,167500,0,0,0,0,1
14751,2,12,3,30,2,16,2,60,2,167500,0,0,0,0,1
14751,2,15,2,30,2,11,3,15,1,167500,0,0,0,0,1
14754,2,130,45,15,2,174,39,15,1,137500,0,0,0,0,1
14754,1,95,40,60,2,136,31,60,0,137500,0,0,0,0,1
14754,2,143,37,60,0,100,43,15,0,137500,0,0,0,0,1
14754,2,157,32,15,2,196,29,15,1,137500,0,0,0,0,1
14754,2,130,39,60,2,174,29,30,0,137500,0,0,0,0,1
14754,1,108,40,30,1,143,31,15,1,137500,0,0,0,0,1
14754,1,159,34,30,0,127,39,15,1,137500,0,0,0,0,1
14754,2,174,29,30,2,139,38,30,0,137500,0,0,0,0,1
14754,1,119,35,15,1,159,29,60,1,137500,0,0,0,0,1
14785,1,12,2,15,0,8,3,30,1,90000,0,1,0,0,0
14785,2,7,4,60,2,11,3,30,1,90000,0,1,0,0,0
14785,1,9,3,15,0,13,2,15,2,90000,0,1,0,0,0
14785,1,7,4,30,0,9,3,30,1,90000,0,1,0,0,0
14785,1,10,3,15,0,8,4,30,1,90000,0,1,0,0,0
14785,2,8,3,15,2,9,2,15,2,90000,0,1,0,0,0
14785,1,8,3,30,1,9,2,30,2,90000,0,1,0,0,0
14785,1,8,3,15,0,9,2,60,1,90000,0,1,0,0,0
14785,2,9,4,15,2,10,3,15,1,90000,0,1,0,0,0
14787,2,117,105,30,1,167,87,15,0,10000,0,0,0,0,1
14787,1,152,100,30,1,107,110,60,2,10000,0,0,0,0,1
14787,1,132,101,15,0,189,75,15,2,10000,0,0,0,0,1
14787,2,131,95,30,1,98,115,30,0,10000,0,0,0,0,1
14787,1,138,100,15,0,117,134,30,1,10000,0,0,0,0,1
14787,1,111,100,15,2,131,87,15,2,10000,0,0,0,0,1
14787,1,117,86,30,1,131,75,30,2,10000,0,0,0,0,1
14787,1,117,118,15,0,131,87,60,1,10000,0,0,0,0,1
14787,2,124,124,15,2,138,95,15,1,10000,0,0,0,0,1
14802,2,39,15,30,1,55,12,15,0,10000,0,1,0,0,0
14802,1,35,15,60,2,50,14,30,1,10000,0,1,0,0,0
14802,1,62,10,15,2,44,14,15,0,10000,0,1,0,0,0
14802,1,32,16,30,0,43,13,30,1,10000,0,1,0,0,0
14802,2,39,19,30,1,46,14,15,0,10000,0,1,0,0,0
14802,1,43,12,15,2,37,14,15,2,10000,0,1,0,0,0
14802,2,39,12,30,1,43,10,30,2,10000,0,1,0,0,0
14802,1,43,12,60,1,39,16,15,0,10000,0,1,0,0,0
14802,1,46,13,15,1,41,17,15,2,10000,0,1,0,0,0
14817,2,53,7,60,2,40,8,15,1,50000,0,1,0,0,0
14817,1,50,8,60,1,40,10,60,1,50000,0,1,0,0,0
14817,2,50,7,60,0,38,8,30,2,50000,0,1,0,0,0
14817,2,53,8,30,0,40,10,15,1,50000,0,1,0,0,0
14817,2,53,8,30,2,37,9,15,1,50000,0,1,0,0,0
14817,1,59,9,15,2,41,13,30,2,50000,0,1,0,0,0
14817,1,44,9,60,0,59,8,15,2,50000,0,1,0,0,0
14817,1,73,9,30,0,55,11,15,1,50000,0,1,0,0,0
14817,1,35,8,30,1,50,7,15,1,50000,0,1,0,0,0
14823,1,46,22,15,1,61,20,60,2,50000,1,0,0,0,1
14823,2,46,28,60,1,58,21,60,1,50000,1,0,0,0,1
14823,2,43,22,30,2,58,20,60,0,50000,1,0,0,0,1
14823,2,46,28,15,1,61,21,30,0,50000,1,0,0,0,1
14823,1,43,23,15,1,61,21,30,2,50000,1,0,0,0,1
14823,2,47,34,30,2,67,25,15,2,50000,1,0,0,0,1
14823,1,50,24,60,0,67,21,15,2,50000,1,0,0,0,1
14823,1,83,25,30,0,62,29,15,1,50000,1,0,0,0,1
14823,1,40,23,30,1,58,20,15,1,50000,1,0,0,0,1
14831,2,167,28,60,1,117,32,15,1,30000,0,0,0,0,1
14831,2,189,31,15,0,141,40,60,1,30000,0,0,0,0,1
14831,2,124,30,60,2,138,26,30,0,30000,0,0,0,0,1
14831,1,129,34,15,0,152,26,60,0,30000,0,0,0,0,1
14831,1,150,31,15,0,167,28,15,0,30000,0,0,0,0,1
14831,1,152,28,15,0,137,31,30,1,30000,0,0,0,0,1
14831,1,110,34,15,2,138,28,15,2,30000,0,0,0,0,1
14831,1,103,34,30,2,138,31,60,2,30000,0,0,0,0,1
14831,1,91,46,15,1,131,35,30,2,30000,0,0,0,0,1
14845,2,39,23,15,2,52,20,15,1,112500,1,0,0,0,1
14845,2,28,21,60,2,41,16,60,0,112500,1,0,0,0,1
14845,1,30,22,15,0,43,20,60,0,112500,1,0,0,0,1
14845,1,58,15,15,1,47,17,15,2,112500,1,0,0,0,1
14845,2,39,21,60,2,52,15,30,0,112500,1,0,0,0,1
14845,1,43,16,15,1,32,21,30,1,112500,1,0,0,0,1
14845,2,38,21,15,1,47,18,30,0,112500,1,0,0,0,1
14845,1,41,20,30,0,52,15,30,2,112500,1,0,0,0,1
14845,1,35,18,15,1,47,15,60,1,112500,1,0,0,0,1
14951,2,22,3,30,1,31,2,15,0,70000,0,0,1,0,0
14951,1,28,3,30,1,20,4,60,2,70000,0,0,1,0,0
14951,2,25,3,15,0,35,2,15,2,70000,0,0,1,0,0
14951,1,24,3,30,1,18,4,30,0,70000,0,0,1,0,0
14951,2,22,4,30,1,26,3,15,0,70000,0,0,1,0,0
14951,2,21,3,15,2,24,2,15,2,70000,0,0,1,0,0
14951,2,24,2,30,2,22,3,30,1,70000,0,0,1,0,0
14951,1,22,3,15,0,24,2,60,1,70000,0,0,1,0,0
14951,1,26,3,15,1,23,4,15,2,70000,0,0,1,0,0
14967,2,20,6,30,1,17,7,30,0,50000,0,0,0,0,1
14967,2,14,6,15,2,10,7,60,0,50000,0,0,0,0,1
14967,1,14,6,30,0,11,7,15,2,50000,0,0,0,0,1
14967,1,15,8,60,1,17,7,60,2,50000,0,0,0,0,1
14967,2,11,9,30,0,14,8,60,0,50000,0,0,0,0,1
14967,1,14,6,15,1,12,7,60,1,50000,0,0,0,0,1
14967,1,14,6,15,0,10,7,60,0,50000,0,0,0,0,1
14967,2,10,8,60,0,14,7,30,1,50000,0,0,0,0,1
14967,1,20,6,60,0,14,7,30,2,50000,0,0,0,0,1
14992,2,15,4,30,0,18,3,30,1,90000,1,1,0,0,0
14992,2,9,4,60,0,13,3,15,2,90000,1,1,0,0,0
14992,2,11,4,15,2,13,3,30,0,90000,1,1,0,0,0
14992,1,16,3,60,2,14,4,60,1,90000,1,1,0,0,0
14992,1,11,4,30,0,13,3,60,0,90000,1,1,0,0,0
14992,1,13,3,15,1,11,4,60,1,90000,1,1,0,0,0
14992,1,13,3,15,0,9,4,60,0,90000,1,1,0,0,0
14992,2,9,4,60,0,13,3,30,1,90000,1,1,0,0,0
14992,2,18,3,60,0,13,4,30,2,90000,1,1,0,0,0
15009,2,9,1,60,1,6,2,15,1,90000,1,1,0,0,0
15009,2,10,1,15,0,8,2,60,1,90000,1,1,0,0,0
15009,1,8,1,30,0,7,2,60,2,90000,1,1,0,0,0
15009,2,8,1,60,0,7,2,15,0,90000,1,1,0,0,0
15009,2,8,2,15,0,9,1,15,0,90000,1,1,0,0,0
15009,2,7,2,30,1,8,1,15,0,90000,1,1,0,0,0
15009,2,8,1,15,2,6,2,15,2,90000,1,1,0,0,0
15009,1,6,2,30,2,8,1,60,2,90000,1,1,0,0,0
15009,2,7,1,30,2,5,2,15,1,90000,1,1,0,0,0
15012,1,100,91,15,2,133,79,15,1,112500,1,0,0,1,0
15012,1,104,63,60,0,73,82,60,2,112500,1,0,0,1,0
15012,2,110,76,60,0,77,87,15,0,112500,1,0,0,1,0
15012,2,151,59,15,1,121,65,15,2,112500,1,0,0,1,0
15012,2,100,80,60,2,133,59,30,0,112500,1,0,0,1,0
15012,2,83,82,30,1,110,63,15,1,112500,1,0,0,1,0
15012,2,122,69,30,0,97,80,15,1,112500,1,0,0,1,0
15012,2,133,59,30,2,107,77,30,0,112500,1,0,0,1,0
15012,1,91,71,15,1,122,59,60,1,112500,1,0,0,1,0
15030,2,150,69,15,1,214,60,60,1,10000,1,0,0,0,1
15030,1,242,66,15,0,181,86,60,1,10000,1,0,0,0,1
15030,2,159,65,60,2,177,57,30,0,10000,1,0,0,0,1
15030,1,195,57,60,0,166,74,15,0,10000,1,0,0,0,1
15030,2,193,66,15,0,214,60,15,0,10000,1,0,0,0,1
15030,1,195,60,15,0,176,66,30,1,10000,1,0,0,0,1
15030,2,141,72,15,2,177,60,15,2,10000,1,0,0,0,1
15030,2,133,73,30,2,177,66,60,2,10000,1,0,0,0,1
15030,2,117,98,15,1,167,76,30,2,10000,1,0,0,0,1
15039,2,37,9,60,1,26,10,15,1,137500,0,0,1,0,0
15039,1,42,10,15,0,31,13,60,1,137500,0,0,1,0,0
15039,1,30,9,30,0,27,10,60,2,137500,0,0,1,0,0
15039,2,29,11,15,0,34,9,60,0,137500,0,0,1,0,0
15039,2,33,10,15,0,37,9,15,0,137500,0,0,1,0,0
15039,1,34,9,15,0,30,10,30,1,137500,0,0,1,0,0
15039,1,30,9,15,2,24,11,15,2,137500,0,0,1,0,0
15039,1,23,11,30,2,30,10,60,2,137500,0,0,1,0,0
15039,1,29,11,30,2,20,15,15,1,137500,0,0,1,0,0
15056,2,51,8,30,1,43,9,30,0,90000,1,0,0,0,1
15056,2,26,10,60,0,35,8,15,2,90000,1,0,0,0,1
15056,2,30,10,15,2,35,8,30,0,90000,1,0,0,0,1
15056,2,38,11,60,1,45,10,60,2,90000,1,0,0,0,1
15056,1,37,11,60,0,30,12,30,0,90000,1,0,0,0,1
15056,2,31,9,60,1,37,8,15,1,90000,1,0,0,0,1
15056,1,26,10,60,0,37,8,15,0,90000,1,0,0,0,1
15056,2,37,9,30,1,26,10,60,0,90000,1,0,0,0,1
15056,1,35,10,30,2,51,8,60,0,90000,1,0,0,0,1
15147,2,58,30,30,1,83,25,15,0,30000,1,0,0,0,1
15147,1,76,28,30,1,53,31,60,2,30000,1,0,0,0,1
15147,2,94,21,15,2,66,29,15,0,30000,1,0,0,0,1
15147,2,65,27,30,1,49,32,30,0,30000,1,0,0,0,1
15147,2,58,38,30,1,68,28,15,0,30000,1,0,0,0,1
15147,2,55,28,15,2,65,25,15,2,30000,1,0,0,0,1
