choice,college,hsg2,coml5,type1,type2,type3,type4,type5,type6,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,price1,price2,price3,price4,price5,price6,range1,range2,range3,range4,range5,range6,acc1,acc2,acc3,acc4,acc5,acc6,speed1,speed2,speed3,speed4,speed5,speed6,pollution1,pollution2,pollution3,pollution4,pollution5,pollution6,size1,size2,size3,size4,size5,size6,space1,space2,space3,space4,space5,space6,cost1,cost2,cost3,cost4,cost5,cost6,station1,station2,station3,station4,station5,station6
choice3,0.0,1.0,1.0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,1.0224889,1.0224889,1.1503,1.1503,1.2781111,1.2781111,125.0,125.0,300.0,300.0,250.0,250.0,6.0,6.0,2.5,2.5,4.0,4.0,55.0,55.0,95.0,95.0,110.0,110.0,0.0,0.0,0.6,0.6,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,4.0,4.0,6.0,6.0,0.0,0.0,0.7,0.7,0.1,0.1
choice1,0.0,0.0,1.0,sportcar,truck,sportcar,sportuv,sportcar,regcar,methanol,methanol,cng,cng,gasoline,gasoline,1.9313856,1.9313856,1.9313856,1.9313856,2.7591223,2.7591223,125.0,125.0,300.0,300.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,85.0,85.0,140.0,140.0,95.0,95.0,0.0,0.0,0.4,0.4,0.25,0.25,1.0,1.0,2.0,2.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,8.0,8.0,4.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0
choice3,0.0,1.0,0.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,6.3118352,6.3118352,7.0692554,7.0692554,8.0791491,8.0791491,125.0,125.0,300.0,300.0,250.0,250.0,4.0,4.0,6.0,6.0,2.5,2.5,55.0,55.0,95.0,95.0,110.0,110.0,0.0,0.0,0.6,0.6,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,8.0,8.0,0.0,0.0,0.3,0.3,0.7,0.7
choice3,1.0,0.0,1.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.2920479,4.2920479,4.7969948,4.7969948,5.8068884,5.8068884,125.0,125.0,300.0,300.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,65.0,65.0,110.0,110.0,85.0,85.0,0.0,0.0,0.6,0.6,0.5,0.5,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,6.0,6.0,2.0,2.0,0.0,0.0,0.3,0.3,1.0,1.0
choice3,1.0,0.0,0.0,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,3.7871011,3.7871011,2.7772075,2.7772075,3.2821543,3.2821543,200.0,200.0,300.0,300.0,350.0,350.0,6.0,6.0,2.5,2.5,4.0,4.0,100.0,100.0,95.0,95.0,110.0,110.0,0.0,0.0,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,0.0,0.0,0.3,0.3,1.0,1.0
choice2,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,75.0,75.0,300.0,300.0,350.0,350.0,6.0,6.0,2.5,2.5,4.0,4.0,140.0,140.0,85.0,85.0,95.0,95.0,0.6,0.6,0.25,0.25,0.5,0.5,3.0,3.0,1.0,1.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.7,0.7,0.1,0.1,1.0,1.0
choice1,1.0,0.0,1.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,5.4600663,5.4600663,3.5329841,3.5329841,4.1753448,4.1753448,200.0,200.0,75.0,75.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,100.0,100.0,85.0,85.0,95.0,95.0,0.0,0.0,0.25,0.25,0.6,0.6,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,0.7,0.7,1.0,1.0,4.0,4.0,8.0,8.0,2.0,2.0,0.0,0.0,0.3,0.3,0.7,0.7
choice5,1.0,0.0,1.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,8.0791491,8.0791491,8.8365693,8.8365693,7.0692554,7.0692554,125.0,125.0,300.0,300.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,55.0,55.0,95.0,95.0,140.0,140.0,0.0,0.0,0.1,0.1,0.75,0.75,3.0,3.0,2.0,2.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,4.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0
choice1,1.0,0.0,0.0,sportuv,sportcar,sportuv,regcar,sportuv,truck,methanol,methanol,electric,electric,gasoline,gasoline,5.928494,5.928494,7.4106175,7.4106175,5.2932982,5.2932982,125.0,125.0,250.0,250.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,65.0,65.0,140.0,140.0,85.0,85.0,0.0,0.0,0.75,0.75,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0
choice1,1.0,0.0,0.0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,4.5107845,4.5107845,4.985604,4.985604,5.4604234,5.4604234,300.0,300.0,250.0,250.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,110.0,110.0,140.0,140.0,85.0,85.0,0.25,0.25,0.6,0.6,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,8.0,8.0,0.7,0.7,0.1,0.1,1.0,1.0
choice1,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.690508,4.690508,3.0350346,3.0350346,3.586859,3.586859,125.0,125.0,300.0,300.0,250.0,250.0,6.0,6.0,2.5,2.5,4.0,4.0,85.0,85.0,140.0,140.0,85.0,85.0,0.0,0.0,0.25,0.25,0.6,0.6,0.0,0.0,1.0,1.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,0.0,0.0,0.7,0.7,0.1,0.1
choice3,1.0,0.0,0.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.5329841,3.5329841,2.2482626,2.2482626,2.8906233,2.8906233,125.0,125.0,250.0,250.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,100.0,100.0,95.0,95.0,110.0,110.0,0.0,0.0,0.4,0.4,0.75,0.75,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0
choice5,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.5902363,4.5902363,3.3927834,3.3927834,3.7919343,3.7919343,300.0,300.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,95.0,95.0,110.0,110.0,140.0,140.0,0.4,0.4,0.75,0.75,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,0.3,0.3,0.7,0.7,1.0,1.0
choice1,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,6.7447878,6.7447878,7.3871485,7.3871485,5.4600663,5.4600663,300.0,300.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,140.0,140.0,85.0,85.0,95.0,95.0,0.1,0.1,0.4,0.4,0.75,0.75,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.3,0.3,0.7,0.7,1.0,1.0
choice5,0.0,1.0,1.0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,6.0700691,6.0700691,6.3459814,6.3459814,4.690508,4.690508,200.0,200.0,75.0,75.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,85.0,85.0,140.0,140.0,85.0,85.0,0.0,0.0,0.4,0.4,0.75,0.75,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,0.0,0.0,0.3,0.3,0.7,0.7
choice1,1.0,1.0,0.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,6.0700691,6.0700691,6.3459814,6.3459814,4.690508,4.690508,125.0,125.0,300.0,300.0,250.0,250.0,6.0,6.0,2.5,2.5,4.0,4.0,100.0,100.0,85.0,85.0,95.0,95.0,0.0,0.0,0.4,0.4,0.75,0.75,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,6.0,0.0,0.0,0.7,0.7,0.1,0.1
choice5,1.0,0.0,1.0,stwagon,regcar,stwagon,truck,stwagon,van,methanol,methanol,cng,cng,electric,electric,3.0296809,3.0296809,3.2821543,3.2821543,3.7871011,3.7871011,200.0,200.0,75.0,75.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,55.0,55.0,95.0,95.0,110.0,110.0,0.0,0.0,0.1,0.1,0.4,0.4,3.0,3.0,2.0,2.0,3.0,3.0,0.7,0.7,0.7,0.7,1.0,1.0,8.0,8.0,8.0,8.0,2.0,2.0,0.0,0.0,0.3,0.3,0.7,0.7
choice1,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.9072116,2.9072116,3.3544749,3.3544749,3.5781065,3.5781065,300.0,300.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,85.0,85.0,95.0,95.0,110.0,110.0,0.6,0.6,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.3,0.3,0.7,0.7,1.0,1.0
choice5,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.1932079,3.1932079,2.1953304,2.1953304,2.5944814,2.5944814,300.0,300.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,95.0,95.0,110.0,110.0,140.0,140.0,0.4,0.4,0.75,0.75,0.25,0.25,2.0,2.0,3.0,3.0,1.0,1.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,0.3,0.3,0.7,0.7,1.0,1.0
choice3,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,5.4604234,5.4604234,4.0359651,4.0359651,4.5107845,4.5107845,300.0,300.0,250.0,250.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,140.0,140.0,85.0,85.0,95.0,95.0,0.1,0.1,0.4,0.4,0.75,0.75,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,2.0,2.0,0.1,0.1,0.3,0.3,1.0,1.0
choice5,1.0,0.0,0.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.0296809,3.0296809,3.7871011,3.7871011,4.0395745,4.0395745,125.0,125.0,250.0,250.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,65.0,65.0,140.0,140.0,85.0,85.0,0.0,0.0,0.75,0.75,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,6.0,0.0,0.0,0.3,0.3,1.0,1.0
choice5,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,5.2423324,5.2423324,5.7941569,5.7941569,6.3459814,6.3459814,200.0,200.0,75.0,75.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,55.0,55.0,95.0,95.0,110.0,110.0,0.0,0.0,0.1,0.1,0.4,0.4,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,0.7,0.7,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,0.7,0.7,0.1,0.1
choice6,1.0,0.0,1.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.8017382,3.8017382,4.6962648,4.6962648,5.1435281,5.1435281,200.0,200.0,300.0,300.0,350.0,350.0,2.5,2.5,4.0,4.0,6.0,6.0,100.0,100.0,95.0,95.0,110.0,110.0,0.0,0.0,0.25,0.25,0.5,0.5,2.0,2.0,0.0,0.0,1.0,1.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,0.7,0.7,1.0,1.0
choice2,1.0,0.0,0.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,1.5337333,1.5337333,0.89467777,0.89467777,1.1503,1.1503,125.0,125.0,250.0,250.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,65.0,65.0,140.0,140.0,85.0,85.0,0.0,0.0,0.75,0.75,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,8.0,8.0,0.0,0.0,0.3,0.3,1.0,1.0
choice3,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.7591223,2.7591223,1.6554734,1.6554734,1.9313856,1.9313856,300.0,300.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,110.0,110.0,140.0,140.0,85.0,85.0,0.25,0.25,0.6,0.6,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.3,0.3,0.7,0.7,1.0,1.0
choice1,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.1753448,4.1753448,4.8177056,4.8177056,5.1388859,5.1388859,300.0,300.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,85.0,85.0,95.0,95.0,110.0,110.0,0.6,0.6,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.3,0.3,0.7,0.7,1.0,1.0
choice3,0.0,0.0,0.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.3109468,3.3109468,3.586859,3.586859,4.4145957,4.4145957,75.0,75.0,250.0,250.0,250.0,250.0,4.0,4.0,6.0,6.0,2.5,2.5,55.0,55.0,95.0,95.0,140.0,140.0,0.0,0.0,0.25,0.25,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,2.0,2.0,0.0,0.0,0.7,0.7,1.0,1.0
choice5,1.0,0.0,1.0,sportuv,regcar,sportuv,truck,sportuv,sportcar,methanol,methanol,cng,cng,electric,electric,8.179911,8.179911,8.9467777,8.9467777,6.3905555,6.3905555,200.0,200.0,75.0,75.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,85.0,85.0,140.0,140.0,85.0,85.0,0.0,0.0,0.4,0.4,0.75,0.75,2.0,2.0,3.0,3.0,1.0,1.0,0.7,0.7,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,0.0,0.0,0.3,0.3,0.7,0.7
choice5,1.0,0.0,0.0,sportcar,regcar,sportcar,truck,sportcar,sportuv,cng,cng,electric,electric,gasoline,gasoline,7.0692554,7.0692554,8.0791491,8.0791491,8.8365693,8.8365693,300.0,300.0,250.0,250.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,95.0,95.0,110.0,110.0,140.0,140.0,0.4,0.4,0.75,0.75,0.25,0.25,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,2.0,2.0,0.1,0.1,0.3,0.3,1.0,1.0
choice3,0.0,1.0,0.0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.963018,4.963018,2.9778108,2.9778108,3.4741126,3.4741126,300.0,300.0,250.0,250.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,85.0,85.0,95.0,95.0,110.0,110.0,0.6,0.6,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,8.0,8.0,0.7,0.7,0.1,0.1,1.0,1.0
choice5,0.0,1.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,300.0,300.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,85.0,85.0,95.0,95.0,110.0,110.0,0.6,0.6,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,0.3,0.3,0.7,0.7,1.0,1.0
choice5,1.0,0.0,1.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.0296809,3.0296809,3.7871011,3.7871011,4.0395745,4.0395745,125.0,125.0,250.0,250.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,65.0,65.0,140.0,140.0,85.0,85.0,0.0,0.0,0.75,0.75,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,6.0,0.0,0.0,0.3,0.3,1.0,1.0
choice5,1.0,0.0,1.0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.8177056,4.8177056,3.5329841,3.5329841,4.1753448,4.1753448,125.0,125.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,65.0,65.0,140.0,140.0,85.0,85.0,0.0,0.0,0.75,0.75,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,0.0,0.0,0.7,0.7,1.0,1.0
choice3,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,0.71222914,0.71222914,0.83093399,0.83093399,1.0683437,1.0683437,125.0,125.0,300.0,300.0,250.0,250.0,2.5,2.5,4.0,4.0,6.0,6.0,85.0,85.0,140.0,140.0,85.0,85.0,0.0,0.0,0.25,0.25,0.6,0.6,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,0.7,0.7,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.0,0.0,0.7,0.7,0.1,0.1
choice1,1.0,1.0,1.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,125.0,125.0,300.0,300.0,250.0,250.0,6.0,6.0,2.5,2.5,4.0,4.0,100.0,100.0,85.0,85.0,95.0,95.0,0.0,0.0,0.4,0.4,0.75,0.75,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,6.0,0.0,0.0,0.7,0.7,0.1,0.1
choice3,1.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,6.0700691,6.0700691,6.3459814,6.3459814,4.690508,4.690508,75.0,75.0,250.0,250.0,400.0,400.0,4.0,4.0,6.0,6.0,2.5,2.5,65.0,65.0,110.0,110.0,140.0,140.0,0.0,0.0,0.25,0.25,0.6,0.6,0.0,0.0,1.0,1.0,2.0,2.0,0.7,0.7,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,0.0,0.0,0.1,0.1,0.3,0.3
choice4,1.0,1.0,0.0,stwagon,regcar,stwagon,truck,stwagon,van,methanol,methanol,cng,cng,electric,electric,3.2118037,3.2118037,3.2118037,3.2118037,1.9270822,1.9270822,200.0,200.0,75.0,75.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,65.0,65.0,110.0,110.0,140.0,140.0,0.0,0.0,0.6,0.6,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,8.0,8.0,0.0,0.0,0.1,0.1,0.3,0.3
choice2,1.0,0.0,1.0,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,3.8017382,3.8017382,4.6962648,4.6962648,5.1435281,5.1435281,200.0,200.0,300.0,300.0,350.0,350.0,2.5,2.5,4.0,4.0,6.0,6.0,100.0,100.0,95.0,95.0,110.0,110.0,0.0,0.0,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,0.7,0.7,1.0,1.0
choice4,1.0,0.0,0.0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.7969948,4.7969948,5.3019416,5.3019416,5.8068884,5.8068884,75.0,75.0,300.0,300.0,350.0,350.0,4.0,4.0,6.0,6.0,2.5,2.5,140.0,140.0,85.0,85.0,95.0,95.0,0.6,0.6,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,6.0,6.0,8.0,8.0,2.0,2.0,0.3,0.3,0.7,0.7,1.0,1.0
choice5,1.0,0.0,0.0,truck,regcar,truck,van,truck,stwagon,methanol,methanol,cng,cng,electric,electric,4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,200.0,200.0,75.0,75.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,65.0,65.0,110.0,110.0,140.0,140.0,0.0,0.0,0.6,0.6,0.25,0.25,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,0.7,0.7,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,0.7,0.7,0.1,0.1
choice1,1.0,0.0,0.0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.3544749,3.3544749,3.5781065,3.5781065,2.9072116,2.9072116,125.0,125.0,300.0,300.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,100.0,100.0,85.0,85.0,110.0,110.0,0.0,0.0,0.25,0.25,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,2.0,2.0,0.0,0.0,0.3,0.3,1.0,1.0
choice5,0.0,0.0,1.0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.8568222,4.8568222,5.3680666,5.3680666,5.879311,5.879311,125.0,125.0,300.0,300.0,250.0,250.0,4.0,4.0,6.0,6.0,2.5,2.5,85.0,85.0,140.0,140.0,85.0,85.0,0.0,0.0,0.25,0.25,0.6,0.6,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,0.7,0.7,1.0,1.0,4.0,4.0,8.0,8.0,2.0,2.0,0.0,0.0,0.1,0.1,0.3,0.3
choice3,0.0,1.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.3230888,3.3230888,3.8343333,3.8343333,4.0899555,4.0899555,300.0,300.0,250.0,250.0,300.0,300.0,4.0,4.0,6.0,6.0,2.5,2.5,85.0,85.0,95.0,95.0,110.0,110.0,0.6,0.6,0.25,0.25,0.5,0.5,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.3,0.3,0.7,0.7,1.0,1.0
choice3,0.0,0.0,1.0,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,6.6218936,6.6218936,5.2423324,5.2423324,5.7941569,5.7941569,125.0,125.0,250.0,250.0,300.0,300.0,6.0,6.0,2.5,2.5,4.0,4.0,100.0,100.0,95.0,95.0,110.0,110.0,0.0,0.0,0.4,0.4,0.75,0.75,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,0.1,0.1,1.0,1.0
choice5,0.0,0.0,0.0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,6.7447878,6.7447878,7.3871485,7.3871485,5.4600663,5.4600663,75.0,75.0,300.0,300.0,350.0,350.0,6.0,6.0,2.5,2.5,4.0,4.0,95.0,95.0,110.0,110.0,140.0,140.0,0.25,0.25,0.6,0.6,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,4.0,4.0,0.7,0.7,0.1,0.1,1.0,1.0
choice5,1.0,0.0,0.0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,6.0700691,6.0700691,6.3459814,6.3459814,4.690508,4.690508,125.0,125.0,300.0,300.0,250.0,250.0,4.0,4.0,6.0,6.0,2.5,2.5,65.0,65.0,110.0,110.0,140.0,140.0,0.0,0.0,0.1,0.1,0.4,0.4,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,0.7,0.7,1.0,1.0,8.0,8.0,8.0,8.0,2.0,2.0,0.0,0.0,0.1,0.1,0.3,0.3
choice6,1.0,0.0,1.0,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,5.554415,5.554415,4.2920479,4.2920479,4.7969948,4.7969948,125.0,125.0,250.0,250.0,300.0,300.0,2.5,2.5,4.0,4.0,6.0,6.0,55.0,55.0,110.0,110.0,140.0,140.0,0.0,0.0,0.6,0.6,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,0.7,0.7,1.0,1.0,1.0,1.0,8.0,8.0,6.0,6.0,8.0,8.0,0.0,0.0,0.3,0.3,1.0,1.0
